Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,ABOS,ACDC,ACGLN,ACHR,ADVB,ABOS,ACDC,ACGLN,ACHR,ADVB,ABOS,ACDC,ACGLN,ACHR,ADVB,ABOS,ACDC,ACGLN,ACHR,ADVB,ABOS,ACDC,ACGLN,ACHR,ADVB
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,,,,9.970000267028809,,,,,10.149999618530273,,,,,9.960000038146973,,,,,10.149999618530273,,,,,54500.0,
2020-12-21,,,,10.069999694824219,,,,,10.34000015258789,,,,,9.829999923706055,,,,,10.34000015258789,,,,,23700.0,
2020-12-22,,,,10.020000457763672,,,,,10.119999885559082,,,,,9.960000038146973,,,,,10.09000015258789,,,,,186000.0,
2020-12-23,,,,10.0600004196167,,,,,10.229999542236328,,,,,9.729999542236328,,,,,10.140000343322754,,,,,30500.0,
2020-12-24,,,,10.029999732971191,,,,,10.1899995803833,,,,,9.949999809265137,,,,,10.050000190734863,,,,,254300.0,
2020-12-28,,,,10.4399995803833,,,,,11.819999694824219,,,,,10.199999809265137,,,,,11.010000228881836,,,,,333100.0,
2020-12-29,,,,10.220000267028809,,,,,10.489999771118164,,,,,10.149999618530273,,,,,10.489999771118164,,,,,109400.0,
2020-12-30,,,,10.199999809265137,,,,,10.449999809265137,,,,,10.1899995803833,,,,,10.289999961853027,,,,,50900.0,
2020-12-31,,,,10.0600004196167,,,,,10.319999694824219,,,,,10.0600004196167,,,,,10.319999694824219,,,,,132700.0,
2021-01-04,,,,10.09000015258789,,,,,10.149999618530273,,,,,10.069999694824219,,,,,10.109000205993652,,,,,25100.0,
2021-01-05,,,,10.15999984741211,,,,,10.279999732971191,,,,,10.119999885559082,,,,,10.1899995803833,,,,,135200.0,
2021-01-06,,,,10.149999618530273,,,,,10.520000457763672,,,,,10.130000114440918,,,,,10.3100004196167,,,,,210000.0,
2021-01-07,,,,10.220000267028809,,,,,10.390000343322754,,,,,10.119999885559082,,,,,10.289999961853027,,,,,121100.0,
2021-01-08,,,,10.369999885559082,,,,,10.420000076293945,,,,,10.199999809265137,,,,,10.270000457763672,,,,,284300.0,
2021-01-11,,,,10.359999656677246,,,,,10.399999618530273,,,,,10.260000228881836,,,,,10.399999618530273,,,,,251700.0,
2021-01-12,,,,10.460000038146973,,,,,10.680000305175781,,,,,10.260000228881836,,,,,10.399999618530273,,,,,247900.0,
2021-01-13,,,,10.479999542236328,,,,,10.680000305175781,,,,,10.420000076293945,,,,,10.600000381469727,,,,,858600.0,
2021-01-14,,,,10.489999771118164,,,,,10.59000015258789,,,,,10.4399995803833,,,,,10.59000015258789,,,,,925500.0,
2021-01-15,,,,10.420000076293945,,,,,10.539999961853027,,,,,10.380000114440918,,,,,10.510000228881836,,,,,211300.0,
2021-01-19,,,,10.5600004196167,,,,,10.59000015258789,,,,,10.40999984741211,,,,,10.489999771118164,,,,,1115300.0,
2021-01-20,,,,10.5,,,,,10.619999885559082,,,,,10.460000038146973,,,,,10.619999885559082,,,,,284100.0,
2021-01-21,,,,10.5600004196167,,,,,10.720000267028809,,,,,10.520000457763672,,,,,10.600000381469727,,,,,272200.0,
2021-01-22,,,,10.600000381469727,,,,,10.649999618530273,,,,,10.479999542236328,,,,,10.550000190734863,,,,,463400.0,
2021-01-25,,,,10.729999542236328,,,,,10.869999885559082,,,,,10.529999732971191,,,,,10.739999771118164,,,,,505300.0,
2021-01-26,,,,10.579999923706055,,,,,10.899999618530273,,,,,10.529999732971191,,,,,10.850000381469727,,,,,396200.0,
2021-01-27,,,,10.25,,,,,10.5,,,,,10.210000038146973,,,,,10.4399995803833,,,,,576800.0,
2021-01-28,,,,10.4399995803833,,,,,10.5600004196167,,,,,10.279999732971191,,,,,10.40999984741211,,,,,547700.0,
2021-01-29,,,,10.34000015258789,,,,,10.5,,,,,10.279999732971191,,,,,10.4399995803833,,,,,229100.0,
2021-02-01,,,,10.670000076293945,,,,,10.699999809265137,,,,,10.399999618530273,,,,,10.420000076293945,,,,,250400.0,
2021-02-02,,,,10.75,,,,,10.880000114440918,,,,,10.640000343322754,,,,,10.640000343322754,,,,,364700.0,
2021-02-03,,,,10.789999961853027,,,,,11.104999542236328,,,,,10.649999618530273,,,,,10.6899995803833,,,,,593000.0,
2021-02-04,,,,11.0,,,,,11.229999542236328,,,,,10.869999885559082,,,,,11.079999923706055,,,,,851200.0,
2021-02-05,,,,11.319999694824219,,,,,11.779999732971191,,,,,11.020000457763672,,,,,11.149999618530273,,,,,804800.0,
2021-02-08,,,,11.319999694824219,,,,,11.65999984741211,,,,,11.15999984741211,,,,,11.470000267028809,,,,,536200.0,
2021-02-09,,,,11.239999771118164,,,,,11.520000457763672,,,,,11.119999885559082,,,,,11.40999984741211,,,,,424500.0,
2021-02-10,,,,13.680000305175781,,,,,15.75,,,,,13.399999618530273,,,,,15.430000305175781,,,,,29707900.0,
2021-02-11,,,,14.079999923706055,,,,,14.829999923706055,,,,,13.5600004196167,,,,,14.5,,,,,14386100.0,
2021-02-12,,,,13.5600004196167,,,,,13.850000381469727,,,,,13.0,,,,,13.850000381469727,,,,,6732900.0,
2021-02-16,,,,14.140000343322754,,,,,14.869999885559082,,,,,13.609999656677246,,,,,14.869999885559082,,,,,8636500.0,
2021-02-17,,,,16.100000381469727,,,,,16.5,,,,,15.170000076293945,,,,,16.43000030517578,,,,,15117700.0,
2021-02-18,,,,17.139999389648438,,,,,18.600000381469727,,,,,16.15999984741211,,,,,16.420000076293945,,,,,15713800.0,
2021-02-19,,,,16.280000686645508,,,,,18.079999923706055,,,,,16.0,,,,,17.600000381469727,,,,,9154800.0,
2021-02-22,,,,14.869999885559082,,,,,17.290000915527344,,,,,14.510000228881836,,,,,16.549999237060547,,,,,8477500.0,
2021-02-23,,,,13.399999618530273,,,,,13.859999656677246,,,,,11.640000343322754,,,,,13.399999618530273,,,,,9883700.0,
2021-02-24,,,,13.520000457763672,,,,,14.260000228881836,,,,,13.010000228881836,,,,,13.5600004196167,,,,,5600300.0,
2021-02-25,,,,12.15999984741211,,,,,13.399999618530273,,,,,12.0,,,,,13.25,,,,,6416300.0,
2021-02-26,,,,11.899999618530273,,,,,12.899999618530273,,,,,11.880000114440918,,,,,12.680000305175781,,,,,6431700.0,
2021-03-01,,,,12.850000381469727,,,,,13.369999885559082,,,,,12.649999618530273,,,,,12.90999984741211,,,,,4048000.0,
2021-03-02,,,,12.359999656677246,,,,,13.40999984741211,,,,,12.279999732971191,,,,,13.09000015258789,,,,,6971800.0,
2021-03-03,,,,11.220000267028809,,,,,12.729999542236328,,,,,11.199999809265137,,,,,12.489999771118164,,,,,8058900.0,
2021-03-04,,,,10.770000457763672,,,,,11.529999732971191,,,,,10.25,,,,,11.140000343322754,,,,,7791500.0,
2021-03-05,,,,11.029999732971191,,,,,11.260000228881836,,,,,10.220000267028809,,,,,10.75,,,,,6525100.0,
2021-03-08,,,,10.720000267028809,,,,,11.380000114440918,,,,,10.520000457763672,,,,,10.930000305175781,,,,,3610000.0,
2021-03-09,,,,10.930000305175781,,,,,11.149999618530273,,,,,10.65999984741211,,,,,11.0,,,,,3284200.0,
