Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,DDD,DDS,DE,DEC,DECAU,DECM,DECO,DECT,DDD,DDS,DE,DEC,DECAU,DECM,DECO,DECT,DDD,DDS,DE,DEC,DECAU,DECM,DECO,DECT,DDD,DDS,DE,DEC,DECAU,DECM,DECO,DECT,DDD,DDS,DE,DEC,DECAU,DECM,DECO,DECT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-06-01,,,0.6596927642822266,,,,,,,,0.6609763700634118,,,,,,,,0.6519920696213191,,,,,,,,0.0,,,,,,,,552000,,,,,
1972-06-02,,,0.6725268363952637,,,,,,,,0.6738102060713783,,,,,,,,0.6596921996087186,,,,,,,,0.6596921996087186,,,,,,,,396000,,,,,
1972-06-05,,,0.6699596643447876,,,,,,,,0.6712430336422053,,,,,,,,0.6622589785477211,,,,,,,,0.6712430336422053,,,,,,,,242400,,,,,
1972-06-06,,,0.6635424494743347,,,,,,,,0.6725267409511474,,,,,,,,0.6622590799803543,,,,,,,,0.66995976695687,,,,,,,,448800,,,,,
1972-06-07,,,0.6558418869972229,,,,,,,,0.6596922312163971,,,,,,,,0.6545585172596184,,,,,,,,0.6596922312163971,,,,,,,,578400,,,,,
1972-06-08,,,0.6622589230537415,,,,,,,,0.6648258964397576,,,,,,,,0.6584085804778477,,,,,,,,0.6584085804778477,,,,,,,,208800,,,,,
1972-06-09,,,0.6584087610244751,,,,,,,,0.6609757351143982,,,,,,,,0.6571253914826761,,,,,,,,0.6609757351143982,,,,,,,,21600,,,,,
1972-06-12,,,0.6468581557273865,,,,,,,,0.6609761700013742,,,,,,,,0.6468581557273865,,,,,,,,0.6584091942225183,,,,,,,,124800,,,,,
1972-06-13,,,0.6391574740409851,,,,,,,,0.6391574740409851,,,,,,,,0.621189113302732,,,,,,,,0.6391574740409851,,,,,,,,276000,,,,,
1972-06-14,,,0.6494247913360596,,,,,,,,0.6571254796325094,,,,,,,,0.6430074727535657,,,,,,,,0.6430074727535657,,,,,,,,211200,,,,,
1972-06-15,,,0.6519914269447327,,,,,,,,0.6648260620660094,,,,,,,,0.6481410834096135,,,,,,,,0.6494246879255328,,,,,,,,249600,,,,,
1972-06-16,,,0.6545584201812744,,,,,,,,0.6545584201812744,,,,,,,,0.6519914460804156,,,,,,,,0.6519914460804156,,,,,,,,309600,,,,,
1972-06-19,,,0.6545584201812744,,,,,,,,0.6558417897285408,,,,,,,,0.6519914460804156,,,,,,,,0.6545584201812744,,,,,,,,55200,,,,,
1972-06-20,,,0.6545584201812744,,,,,,,,0.6571253942821332,,,,,,,,0.6532750506340081,,,,,,,,0.6545584201812744,,,,,,,,192000,,,,,
1972-06-21,,,0.6494247913360596,,,,,,,,0.6558418749121967,,,,,,,,0.6494247913360596,,,,,,,,0.6545585051982407,,,,,,,,223200,,,,,
1972-06-22,,,0.6417237520217896,,,,,,,,0.6494244361060262,,,,,,,,0.6391567789916347,,,,,,,,0.6494244361060262,,,,,,,,175200,,,,,
1972-06-23,,,0.6276063919067383,,,,,,,,0.6417244054384935,,,,,,,,0.6276063919067383,,,,,,,,0.6417244054384935,,,,,,,,141600,,,,,
1972-06-26,,,0.610921323299408,,,,,,,,0.6186220112611386,,,,,,,,0.6032206353376774,,,,,,,,0.6186220112611386,,,,,,,,518400,,,,,
1972-06-27,,,0.6160551309585571,,,,,,,,0.6199054755270481,,,,,,,,0.6147717611045209,,,,,,,,0.6147717611045209,,,,,,,,199200,,,,,
1972-06-28,,,0.614771842956543,,,,,,,,0.6160552129814498,,,,,,,,0.610921497875409,,,,,,,,0.6160552129814498,,,,,,,,93600,,,,,
1972-06-29,,,0.6083546280860901,,,,,,,,0.610921603586495,,,,,,,,0.6045042823387098,,,,,,,,0.610921603586495,,,,,,,,182400,,,,,
1972-06-30,,,0.6083546280860901,,,,,,,,0.6160553195808507,,,,,,,,0.6083546280860901,,,,,,,,0.6083546280860901,,,,,,,,410400,,,,,
1972-07-03,,,0.6083546280860901,,,,,,,,0.6083546280860901,,,,,,,,0.6032209120917345,,,,,,,,0.6083546280860901,,,,,,,,132000,,,,,
1972-07-05,,,0.6134880781173706,,,,,,,,0.6147716828143241,,,,,,,,0.6109213387361684,,,,,,,,0.6109213387361684,,,,,,,,146400,,,,,
1972-07-06,,,0.6186220049858093,,,,,,,,0.6211887442761181,,,,,,,,0.6160550306891565,,,,,,,,0.6160550306891565,,,,,,,,962400,,,,,
1972-07-07,,,0.6365900635719299,,,,,,,,0.6365900635719299,,,,,,,,0.6237556632398837,,,,,,,,0.6237556632398837,,,,,,,,645600,,,,,
1972-07-10,,,0.6340237259864807,,,,,,,,0.6365904666744102,,,,,,,,0.6340237259864807,,,,,,,,0.6365904666744102,,,,,,,,580800,,,,,
1972-07-11,,,0.6365900635719299,,,,,,,,0.6365900635719299,,,,,,,,0.6327397199716838,,,,,,,,0.6340233245093146,,,,,,,,132000,,,,,
1972-07-12,,,0.6365900635719299,,,,,,,,0.6378736681095608,,,,,,,,0.6340233245093146,,,,,,,,0.6365900635719299,,,,,,,,403200,,,,,
