Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AFYA,AG,AGAE,AGCO,AGD,AFYA,AG,AGAE,AGCO,AGD,AFYA,AG,AGAE,AGCO,AGD,AFYA,AG,AGAE,AGCO,AGD,AFYA,AG,AGAE,AGCO,AGD
Date,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-16,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,3240000,
1992-04-20,,,,3.6799895763397217,,,,,3.6799895763397217,,,,,3.6154286019836945,,,,,3.6154286019836945,,,,,291000,
1992-04-21,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,154800,
1992-04-22,,,,3.6799895763397217,,,,,3.6799895763397217,,,,,3.6154286019836945,,,,,3.6154286019836945,,,,,103800,
1992-04-23,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,16800,
1992-04-24,,,,3.74455189704895,,,,,3.8091136334626774,,,,,3.6154299019110976,,,,,3.64771003127316,,,,,177300,
1992-04-27,,,,3.6799895763397217,,,,,3.8091122638963113,,,,,3.6799895763397217,,,,,3.8091122638963113,,,,,9000,
1992-04-28,,,,3.7122721672058105,,,,,3.712272167205811,,,,,3.679991295524843,,,,,3.679991295524843,,,,,30300,
1992-04-29,,,,3.6799895763397217,,,,,3.744550550695749,,,,,3.6799895763397217,,,,,3.712270432940003,,,,,81000,
1992-04-30,,,,3.873671293258667,,,,,4.002793915982011,,,,,3.7445486705353233,,,,,3.8091103513190774,,,,,58500,
1992-05-01,,,,3.8091135025024414,,,,,4.0027972273950265,,,,,3.8091135025024414,,,,,3.8736744978517113,,,,,4200,
1992-05-04,,,,4.0027971267700195,,,,,4.0027971267700195,,,,,3.809113406746386,,,,,3.809113406746386,,,,,8100,
1992-05-05,,,,3.873671293258667,,,,,4.002793915982011,,,,,3.8091103513190774,,,,,3.8091103513190774,,,,,4200,
1992-05-06,,,,3.841395139694214,,,,,3.9059568992487828,,,,,3.8413951396942134,,,,,3.873676019471498,,,,,265500,
1992-05-07,,,,4.0027971267700195,,,,,4.0027971267700195,,,,,3.809113406746386,,,,,4.0027971267700195,,,,,33900,
1992-05-08,,,,4.0027971267700195,,,,,4.0027971267700195,,,,,3.809113406746386,,,,,3.809113406746386,,,,,1500,
1992-05-11,,,,3.873671293258667,,,,,4.002793915982011,,,,,3.8091103513190774,,,,,4.002793915982011,,,,,7800,
1992-05-12,,,,3.841395139694214,,,,,3.873676019471498,,,,,3.809114998761995,,,,,3.809114998761995,,,,,20400,
1992-05-13,,,,3.938236713409424,,,,,3.9382367134094243,,,,,3.8091146827042,,,,,3.8091146827042,,,,,3300,
1992-05-14,,,,3.74455189704895,,,,,3.873674631031604,,,,,3.74455189704895,,,,,3.8091136334626774,,,,,258000,
1992-05-15,,,,3.6154282093048096,,,,,3.7445501439926727,,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,27600,
1992-05-18,,,,3.6154282093048096,,,,,3.6799891766487414,,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,48000,
1992-05-19,,,,3.5508670806884766,,,,,3.615428797378254,,,,,3.5508670806884766,,,,,3.615428797378254,,,,,77100,
1992-05-20,,,,3.5508670806884766,,,,,3.7445507530686584,,,,,3.5508670806884766,,,,,3.6799897752234565,,,,,34800,
1992-05-21,,,,3.5508670806884766,,,,,3.6477089168785675,,,,,3.5508670806884766,,,,,3.615428797378254,,,,,13800,
1992-05-22,,,,3.6799895763397217,,,,,3.744550550695749,,,,,3.64770871973944,,,,,3.744550550695749,,,,,111000,
1992-05-26,,,,3.6799895763397217,,,,,3.6799895763397217,,,,,3.6154286019836945,,,,,3.6154286019836945,,,,,284700,
1992-05-27,,,,3.647709846496582,,,,,3.647709846496582,,,,,3.647709846496582,,,,,3.647709846496582,,,,,12000,
1992-05-28,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,15000,
1992-05-29,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,3.5508665031164233,,,,,3.5508665031164233,,,,,7500,
1992-06-01,,,,3.6154282093048096,,,,,3.6154282093048096,,,,,3.5508665031164233,,,,,3.6154282093048096,,,,,83700,
1992-06-02,,,,3.74455189704895,,,,,3.74455189704895,,,,,3.55086816549737,,,,,3.55086816549737,,,,,13800,
1992-06-03,,,,3.74455189704895,,,,,3.74455189704895,,,,,3.55086816549737,,,,,3.55086816549737,,,,,2700,
1992-06-04,,,,3.74455189704895,,,,,3.74455189704895,,,,,3.55086816549737,,,,,3.64771003127316,,,,,14100,
1992-06-05,,,,3.74455189704895,,,,,3.74455189704895,,,,,3.64771003127316,,,,,3.64771003127316,,,,,2400,
1992-06-08,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,6000,
1992-06-09,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,0,
1992-06-10,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,3.5508670806884766,,,,,0,
1992-06-11,,,,3.5508670806884766,,,,,3.615428797378254,,,,,3.4863061028432742,,,,,3.615428797378254,,,,,81300,
1992-06-12,,,,3.2280616760253906,,,,,3.4863063441233564,,,,,3.2280616760253906,,,,,3.4863063441233564,,,,,114000,
1992-06-15,,,,3.2280616760253906,,,,,3.2280616760253906,,,,,3.2280616760253906,,,,,3.2280616760253906,,,,,35400,
1992-06-16,,,,3.03437876701355,,,,,3.2280625023794185,,,,,3.03437876701355,,,,,3.163500764694252,,,,,33000,
1992-06-17,,,,1.8722764253616333,,,,,2.1950821705708212,,,,,1.6785926826981832,,,,,2.1628020393568086,,,,,1768200,
1992-06-18,,,,1.8722764253616333,,,,,1.8722764253616335,,,,,1.7431536839710522,,,,,1.8722764253616335,,,,,719700,
1992-06-19,,,,1.5494698286056519,,,,,1.8722762891800926,,,,,1.4849088320286796,,,,,1.8722762891800926,,,,,1639500,
1992-06-22,,,,1.6140305995941162,,,,,1.6140305995941162,,,,,1.4849086244871863,,,,,1.6140305995941162,,,,,57300,
1992-06-23,,,,1.6140305995941162,,,,,1.6785923259922677,,,,,1.5494696120406513,,,,,1.6785923259922677,,,,,102600,
1992-06-24,,,,1.6140305995941162,,,,,1.6785923259922677,,,,,1.6140305995941162,,,,,1.6140305995941162,,,,,27600,
1992-06-25,,,,1.5494698286056519,,,,,1.678592560604386,,,,,1.5494698286056519,,,,,1.614030825182624,,,,,103200,
1992-06-26,,,,1.6785926818847656,,,,,1.7431536831263492,,,,,1.549469940556755,,,,,1.7431536831263492,,,,,92100,
1992-06-29,,,,1.5494698286056519,,,,,1.678592560604386,,,,,1.5494698286056519,,,,,1.614030825182624,,,,,23700,
1992-06-30,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,1.549469940556755,,,,,1.549469940556755,,,,,78300,
1992-07-01,,,,1.6140305995941162,,,,,1.6785923259922677,,,,,1.5494696120406513,,,,,1.5494696120406513,,,,,261000,
1992-07-02,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,10800,
1992-07-06,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,1.549469940556755,,,,,1.6140309417983387,,,,,111600,
1992-07-07,,,,1.6785926818847656,,,,,1.6785926818847656,,,,,1.549469940556755,,,,,1.549469940556755,,,,,7800,
1992-07-08,,,,1.6785926818847656,,,,,1.7431536831263492,,,,,1.646311811841552,,,,,1.6785926818847656,,,,,117000,
1992-07-09,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,2100,
1992-07-10,,,,1.8722764253616333,,,,,1.8722764253616335,,,,,1.6785926826981832,,,,,1.6785926826981832,,,,,39600,
1992-07-13,,,,1.8077137470245361,,,,,1.8722754536341533,,,,,1.8077137470245361,,,,,1.8722754536341533,,,,,5700,
1992-07-14,,,,2.0013980865478516,,,,,2.0013980865478516,,,,,1.8077143769191977,,,,,1.9368370962865393,,,,,90000,
1992-07-15,,,,2.0659589767456055,,,,,2.259642607726618,,,,,2.0013972738556562,,,,,2.0013972738556562,,,,,37800,
1992-07-16,,,,2.130520820617676,,,,,2.130520820617676,,,,,2.001398100359273,,,,,2.130520820617676,,,,,4200,
1992-07-17,,,,2.0013980865478516,,,,,2.1305208059151934,,,,,1.9368370962865393,,,,,2.1305208059151934,,,,,83700,
1992-07-20,,,,2.0013980865478516,,,,,2.0013980865478516,,,,,1.9368370962865393,,,,,2.0013980865478516,,,,,12900,
1992-07-21,,,,2.0013980865478516,,,,,2.0013980865478516,,,,,1.9368370962865393,,,,,2.0013980865478516,,,,,34200,
1992-07-22,,,,1.8722764253616333,,,,,2.0013984279073713,,,,,1.8722764253616335,,,,,2.0013984279073713,,,,,5700,
1992-07-23,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,30900,
1992-07-24,,,,1.8722764253616333,,,,,1.8722764253616335,,,,,1.807714685243921,,,,,1.807714685243921,,,,,66000,
1992-07-27,,,,1.9368356466293335,,,,,1.9368356466293335,,,,,1.8077130239059898,,,,,1.8077130239059898,,,,,15600,
1992-07-28,,,,1.74315345287323,,,,,1.8722761771454215,,,,,1.678592460159507,,,,,1.807714445586953,,,,,30600,
1992-07-29,,,,1.74315345287323,,,,,1.807714445586953,,,,,1.678592460159507,,,,,1.807714445586953,,,,,42000,
1992-07-30,,,,1.8077137470245361,,,,,1.8077137470245361,,,,,1.6785918114942222,,,,,1.6785918114942222,,,,,2100,
