Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ADX,BIB,BIBL,BIDU,BIIB,BIL,BILS,BINC,EPSN,ADX,BIB,BIBL,BIDU,BIIB,BIL,BILS,BINC,EPSN,ADX,BIB,BIBL,BIDU,BIIB,BIL,BILS,BINC,EPSN,ADX,BIB,BIBL,BIDU,BIIB,BIL,BILS,BINC,EPSN,ADX,BIB,BIBL,BIDU,BIIB,BIL,BILS,BINC,EPSN
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-17,0.35473009943962097,,,,,,,,,0.3626130055737008,,,,,,,,,0.35473009943962097,,,,,,,,,0.0,,,,,,,,,13350,,,,,,,,
1980-03-18,0.35867154598236084,,,,,,,,,0.35867154598236084,,,,,,,,,0.3468472088059504,,,,,,,,,0.0,,,,,,,,,19200,,,,,,,,
1980-03-19,0.35867154598236084,,,,,,,,,0.36655445246872337,,,,,,,,,0.35867154598236084,,,,,,,,,0.0,,,,,,,,,12450,,,,,,,,
1980-03-20,0.35473009943962097,,,,,,,,,0.3626130055737008,,,,,,,,,0.3507886689257134,,,,,,,,,0.0,,,,,,,,,14700,,,,,,,,
1980-03-21,0.35867154598236084,,,,,,,,,0.35867154598236084,,,,,,,,,0.3547301152923129,,,,,,,,,0.0,,,,,,,,,10200,,,,,,,,
1980-03-24,0.36261293292045593,,,,,,,,,0.36261293292045593,,,,,,,,,0.3586714580899989,,,,,,,,,0.0,,,,,,,,,10050,,,,,,,,
1980-03-25,0.35867154598236084,,,,,,,,,0.35867154598236084,,,,,,,,,0.3547301152923129,,,,,,,,,0.0,,,,,,,,,8250,,,,,,,,
1980-03-26,0.35473009943962097,,,,,,,,,0.3586715299535286,,,,,,,,,0.3507886689257134,,,,,,,,,0.0,,,,,,,,,7650,,,,,,,,
1980-03-27,0.3468473255634308,,,,,,,,,0.3507888026865451,,,,,,,,,0.3468473255634308,,,,,,,,,0.0,,,,,,,,,12150,,,,,,,,
1980-03-28,0.35473009943962097,,,,,,,,,0.35473009943962097,,,,,,,,,0.3468471933055412,,,,,,,,,0.0,,,,,,,,,12900,,,,,,,,
1980-03-31,0.39020320773124695,,,,,,,,,0.39414463923856147,,,,,,,,,0.35473018884658813,,,,,,,,,0.0,,,,,,,,,36000,,,,,,,,
1980-04-01,0.3744373917579651,,,,,,,,,0.3862617299702559,,,,,,,,,0.3744373917579651,,,,,,,,,0.0,,,,,,,,,13200,,,,,,,,
1980-04-02,0.3783787488937378,,,,,,,,,0.3783787488937378,,,,,,,,,0.37443731862818197,,,,,,,,,0.0,,,,,,,,,1050,,,,,,,,
1980-04-03,0.3744373917579651,,,,,,,,,0.3862617299702559,,,,,,,,,0.3744373917579651,,,,,,,,,0.0,,,,,,,,,5550,,,,,,,,
1980-04-07,0.36261293292045593,,,,,,,,,0.37443726719931586,,,,,,,,,0.36261293292045593,,,,,,,,,0.0,,,,,,,,,7800,,,,,,,,
1980-04-08,0.3744373917579651,,,,,,,,,0.3744373917579651,,,,,,,,,0.3547301463687236,,,,,,,,,0.0,,,,,,,,,13800,,,,,,,,
1980-04-09,0.3744373917579651,,,,,,,,,0.3744373917579651,,,,,,,,,0.3744373917579651,,,,,,,,,0.0,,,,,,,,,450,,,,,,,,
1980-04-10,0.3744373917579651,,,,,,,,,0.3744373917579651,,,,,,,,,0.3704959156163544,,,,,,,,,0.0,,,,,,,,,1800,,,,,,,,
1980-04-11,0.36655452847480774,,,,,,,,,0.37049595998212226,,,,,,,,,0.3626130969674932,,,,,,,,,0.0,,,,,,,,,2850,,,,,,,,
1980-04-14,0.35867154598236084,,,,,,,,,0.36655445246872337,,,,,,,,,0.35867154598236084,,,,,,,,,0.0,,,,,,,,,8700,,,,,,,,
1980-04-15,0.36261293292045593,,,,,,,,,0.36261293292045593,,,,,,,,,0.3586714580899989,,,,,,,,,0.0,,,,,,,,,3450,,,,,,,,
1980-04-16,0.36261293292045593,,,,,,,,,0.37049579236885877,,,,,,,,,0.36261293292045593,,,,,,,,,0.0,,,,,,,,,3150,,,,,,,,
1980-04-17,0.35867154598236084,,,,,,,,,0.36655445246872337,,,,,,,,,0.35867154598236084,,,,,,,,,0.0,,,,,,,,,3450,,,,,,,,
1980-04-18,0.35867154598236084,,,,,,,,,0.36261302177867544,,,,,,,,,0.35867154598236084,,,,,,,,,0.0,,,,,,,,,3450,,,,,,,,
1980-04-21,0.3507887125015259,,,,,,,,,0.3626130506183608,,,,,,,,,0.3507887125015259,,,,,,,,,0.0,,,,,,,,,12600,,,,,,,,
1980-04-22,0.36655452847480774,,,,,,,,,0.36655452847480774,,,,,,,,,0.35867162035390265,,,,,,,,,0.0,,,,,,,,,6600,,,,,,,,
1980-04-23,0.3744373917579651,,,,,,,,,0.3744373917579651,,,,,,,,,0.3704959156163544,,,,,,,,,0.0,,,,,,,,,7350,,,,,,,,
1980-04-24,0.3783787488937378,,,,,,,,,0.3783787488937378,,,,,,,,,0.37443731862818197,,,,,,,,,0.0,,,,,,,,,6600,,,,,,,,
1980-04-25,0.3783787488937378,,,,,,,,,0.3823201791592936,,,,,,,,,0.3783787488937378,,,,,,,,,0.0,,,,,,,,,7050,,,,,,,,
1980-04-28,0.39020320773124695,,,,,,,,,0.39020320773124695,,,,,,,,,0.37837886810302734,,,,,,,,,0.0,,,,,,,,,10650,,,,,,,,
1980-04-29,0.39414459466934204,,,,,,,,,0.39414459466934204,,,,,,,,,0.39020316360771806,,,,,,,,,0.0,,,,,,,,,23100,,,,,,,,
1980-04-30,0.38626188039779663,,,,,,,,,0.3902033129681057,,,,,,,,,0.38626188039779663,,,,,,,,,0.0,,,,,,,,,4500,,,,,,,,
1980-05-01,0.3823200464248657,,,,,,,,,0.3862615204282767,,,,,,,,,0.3823200464248657,,,,,,,,,0.0,,,,,,,,,6450,,,,,,,,
1980-05-02,0.38626188039779663,,,,,,,,,0.3902033129681057,,,,,,,,,0.3823204027211994,,,,,,,,,0.0,,,,,,,,,8250,,,,,,,,
1980-05-05,0.3823200464248657,,,,,,,,,0.3862615204282767,,,,,,,,,0.3783786175277009,,,,,,,,,0.0,,,,,,,,,9300,,,,,,,,
1980-05-06,0.3783787488937378,,,,,,,,,0.3823201791592936,,,,,,,,,0.37443731862818197,,,,,,,,,0.0,,,,,,,,,15300,,,,,,,,
1980-05-07,0.3823200464248657,,,,,,,,,0.3823200464248657,,,,,,,,,0.3783786175277009,,,,,,,,,0.0,,,,,,,,,3450,,,,,,,,
1980-05-08,0.3783787488937378,,,,,,,,,0.3862616545311113,,,,,,,,,0.3783787488937378,,,,,,,,,0.0,,,,,,,,,4500,,,,,,,,
