Price,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,CXAIW,CXAI,CXAIW,CXDO,CXM,CXRN,CXSE,CXAI,CXAIW,CXDO,CXM,CXRN,CXSE,CXAI,CXAIW,CXDO,CXM,CXRN,CXSE,CXAI,CXAIW,CXDO,CXM,CXRN,CXSE,CXAI,CXAIW,CXDO,CXM,CXRN,CXSE
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,,,,,,,21.169572830200195,,,,,,21.953000349939863,,,,,,21.11422152263982,,,,,,21.16531416273861,,,,,,19200
2012-09-21,,,,,,,21.288782119750977,,,,,,21.373937573071014,,,,,,21.288782119750977,,,,,,21.365421865318496,,,,,,6200
2012-09-24,,,,,,,21.314329147338867,,,,,,21.314329147338867,,,,,,21.178081072320428,,,,,,21.314329147338867,,,,,,28800
2012-09-25,,,,,,,21.088674545288086,,,,,,21.442069233729345,,,,,,21.088674545288086,,,,,,21.40374934732253,,,,,,11600
2012-09-26,,,,,,,20.79914093017578,,,,,,20.952420431988216,,,,,,20.743791262236517,,,,,,20.952420431988216,,,,,,11400
2012-09-27,,,,,,,21.233440399169922,,,,,,21.254728866041138,,,,,,21.0546153284046,,,,,,21.161059286966598,,,,,,13800
2012-09-28,,,,,,,21.182342529296875,,,,,,21.3015592137361,,,,,,21.165311110318267,,,,,,21.165311110318267,,,,,,5800
2012-10-01,,,,,,,21.335622787475586,,,,,,21.53999494965033,,,,,,21.288787195771995,,,,,,21.288787195771995,,,,,,5000
2012-10-02,,,,,,,21.237693786621094,,,,,,21.510189992914608,,,,,,21.237693786621094,,,,,,21.510189992914608,,,,,,4200
2012-10-03,,,,,,,21.301563262939453,,,,,,21.35691457303887,,,,,,21.207893689162535,,,,,,21.207893689162535,,,,,,5600
2012-10-04,,,,,,,21.510190963745117,,,,,,21.539995136140792,,,,,,21.32710726233992,,,,,,21.3654271445923,,,,,,43200
2012-10-05,,,,,,,21.714563369750977,,,,,,21.901904116070106,,,,,,21.714563369750977,,,,,,21.79546017798309,,,,,,43400
2012-10-08,,,,,,,21.43781089782715,,,,,,21.459100987209162,,,,,,21.373945502298454,,,,,,21.425038143562563,,,,,,27600
2012-10-09,,,,,,,21.288782119750977,,,,,,21.544246855505918,,,,,,21.288782119750977,,,,,,21.544246855505918,,,,,,12400
2012-10-10,,,,,,,21.442068099975586,,,,,,21.497419405015552,,,,,,21.38671679493562,,,,,,21.48038798435623,,,,,,30800
2012-10-11,,,,,,,21.757139205932617,,,,,,21.829521924794523,,,,,,21.654953940040592,,,,,,21.812490505744016,,,,,,112400
2012-10-12,,,,,,,21.81675148010254,,,,,,21.89338962552459,,,,,,21.782688638398795,,,,,,21.782688638398795,,,,,,36000
2012-10-15,,,,,,,21.93596649169922,,,,,,21.9742863735679,,,,,,21.79120267399594,,,,,,21.89764660983054,,,,,,72600
2012-10-16,,,,,,,22.229751586914062,,,,,,22.251040049639236,,,,,,22.10201918635742,,,,,,22.10201918635742,,,,,,33000
2012-10-17,,,,,,,22.493736267089844,,,,,,22.60443726030874,,,,,,22.35748651698122,,,,,,22.361745184531433,,,,,,366800
2012-10-18,,,,,,,22.62998390197754,,,,,,22.791777532848034,,,,,,22.566116883756308,,,,,,22.604436769847897,,,,,,89200
2012-10-19,,,,,,,22.434125900268555,,,,,,22.638498085564883,,,,,,22.41283743550543,,,,,,22.638498085564883,,,,,,40200
2012-10-22,,,,,,,22.532052993774414,,,,,,22.693848241331466,,,,,,22.502248819777808,,,,,,22.68533253101734,,,,,,21200
2012-10-23,,,,,,,22.285104751586914,,,,,,22.425609916678656,,,,,,22.140340919070916,,,,,,22.39154869831322,,,,,,17000
2012-10-24,,,,,,,22.3745174407959,,,,,,22.587405335806714,,,,,,22.3745174407959,,,,,,22.574632581851905,,,,,,14400
2012-10-25,,,,,,,22.54482650756836,,,,,,22.549083550459486,,,,,,22.417094106161734,,,,,,22.527795087592647,,,,,,82200
2012-10-26,,,,,,,22.216976165771484,,,,,,22.268068795016593,,,,,,22.136079367449618,,,,,,22.242523292496738,,,,,,18200
2012-10-31,,,,,,,22.306394577026367,,,,,,22.55334532811685,,,,,,22.276590400061078,,,,,,22.37026159864103,,,,,,22800
2012-11-01,,,,,,,22.97060203552246,,,,,,23.051498843302046,,,,,,22.885446560688084,,,,,,22.885446560688084,,,,,,23200
2012-11-02,,,,,,,22.813068389892578,,,,,,23.17923421751259,,,,,,22.813068389892578,,,,,,23.17923421751259,,,,,,14800
2012-11-05,,,,,,,23.01318359375,,,,,,23.025957973280473,,,,,,22.830099854470433,,,,,,22.898223923211255,,,,,,49400
2012-11-06,,,,,,,23.119625091552734,,,,,,23.119625091552734,,,,,,22.84712884559707,,,,,,22.868417310273777,,,,,,24200
2012-11-07,,,,,,,22.62998390197754,,,,,,22.757716314214257,,,,,,22.38729183146605,,,,,,22.757716314214257,,,,,,27800
2012-11-08,,,,,,,22.20421028137207,,,,,,22.693851513491733,,,,,,22.157374679994124,,,,,,22.489479309101885,,,,,,78600
2012-11-09,,,,,,,22.216976165771484,,,,,,22.400059846788967,,,,,,22.110532240724364,,,,,,22.110532240724364,,,,,,53800
2012-11-12,,,,,,,22.357481002807617,,,,,,22.43837942425139,,,,,,22.29787266545244,,,,,,22.3319355006299,,,,,,13400
2012-11-13,,,,,,,21.93596649169922,,,,,,22.06795755684813,,,,,,21.829522555864617,,,,,,21.94873924425359,,,,,,57600
2012-11-14,,,,,,,21.535736083984375,,,,,,21.93596466467382,,,,,,21.522961708288406,,,,,,21.92744895561165,,,,,,51600
2012-11-15,,,,,,,21.68901824951172,,,,,,21.68901824951172,,,,,,21.535740328797015,,,,,,21.578317258294586,,,,,,26000
2012-11-16,,,,,,,21.60811996459961,,,,,,21.663471268547593,,,,,,21.399489126152993,,,,,,21.65921260136394,,,,,,4400
2012-11-19,,,,,,,22.093503952026367,,,,,,22.204206559309288,,,,,,21.89764749200967,,,,,,21.918935955193117,,,,,,76000
2012-11-20,,,,,,,21.825265884399414,,,,,,21.825265884399414,,,,,,21.693276431388036,,,,,,21.78694599902708,,,,,,128400
2012-11-21,,,,,,,21.961515426635742,,,,,,21.961515426635742,,,,,,21.80823588655876,,,,,,21.935968295221013,,,,,,299800
2012-11-23,,,,,,,22.336196899414062,,,,,,22.35322832032463,,,,,,22.216980201451484,,,,,,22.216980201451484,,,,,,38200
2012-11-26,,,,,,,22.38303565979004,,,,,,22.39155137144945,,,,,,22.2765917003563,,,,,,22.285107412015712,,,,,,36800
2012-11-27,,,,,,,22.055185317993164,,,,,,22.268073210298514,,,,,,22.055185317993164,,,,,,22.23826903531222,,,,,,110400
2012-11-28,,,,,,,22.191429138183594,,,,,,22.255296143179343,,,,,,21.95299578450433,,,,,,21.95299578450433,,,,,,85200
2012-11-29,,,,,,,22.242528915405273,,,,,,22.374518376339168,,,,,,22.199950360099333,,,,,,22.374518376339168,,,,,,67400
2012-11-30,,,,,,,22.302139282226562,,,,,,22.41709895562328,,,,,,22.26807643490637,,,,,,22.327684793510752,,,,,,14200
2012-12-03,,,,,,,22.229751586914062,,,,,,22.302134309226368,,,,,,22.212720167051685,,,,,,22.302134309226368,,,,,,12600
2012-12-04,,,,,,,22.31916618347168,,,,,,22.506508570993876,,,,,,22.31916618347168,,,,,,22.459672974113328,,,,,,11000
2012-12-05,,,,,,,22.864158630371094,,,,,,23.01743816380062,,,,,,22.69810634389098,,,,,,22.69810634389098,,,,,,149600
2012-12-06,,,,,,,22.919513702392578,,,,,,22.919513702392578,,,,,,22.68959436444462,,,,,,22.851388010373128,,,,,,10200
2012-12-07,,,,,,,23.01318359375,,,,,,23.042987772311243,,,,,,22.953575236627522,,,,,,22.98337941518876,,,,,,17000
2012-12-10,,,,,,,23.179231643676758,,,,,,23.26438711998148,,,,,,23.072787704347263,,,,,,23.072787704347263,,,,,,20000
2012-12-11,,,,,,,23.21329689025879,,,,,,23.281420953523437,,,,,,23.102594272325117,,,,,,23.12814140512653,,,,,,25400
2012-12-12,,,,,,,23.200523376464844,,,,,,23.362317006293267,,,,,,23.200523376464844,,,,,,23.311224366568805,,,,,,39400
2012-12-13,,,,,,,22.95783233642578,,,,,,23.060019251889642,,,,,,22.83435857817293,,,,,,23.060019251889642,,,,,,17200
2012-12-14,,,,,,,23.153688430786133,,,,,,23.234585247974252,,,,,,23.08982141118103,,,,,,23.11962558720854,,,,,,24200
2012-12-17,,,,,,,23.21755599975586,,,,,,23.221814667704635,,,,,,23.115370707868298,,,,,,23.192010488886936,,,,,,39000
2012-12-18,,,,,,,23.289936065673828,,,,,,23.31122453035812,,,,,,23.03021257359053,,,,,,23.106852345818574,,,,,,12800
2012-12-19,,,,,,,23.37934684753418,,,,,,23.41766673078915,,,,,,23.29419137094473,,,,,,23.41766673078915,,,,,,76200
2012-12-20,,,,,,,23.532625198364258,,,,,,23.532625198364258,,,,,,23.358057211018053,,,,,,23.366572920669764,,,,,,9600
2012-12-21,,,,,,,23.200523376464844,,,,,,23.230327551654593,,,,,,23.098336472810185,,,,,,23.132399315430316,,,,,,21800
2012-12-24,,,,,,,23.204782485961914,,,,,,23.23458666380558,,,,,,23.166462596704935,,,,,,23.226070952392266,,,,,,8600
2012-12-26,,,,,,,23.426177978515625,,,,,,23.507074772552823,,,,,,23.328249767563655,,,,,,23.49004335563805,,,,,,20800
2012-12-27,,,,,,,23.31122589111328,,,,,,23.328257313537197,,,,,,23.064275138584055,,,,,,23.306968847610225,,,,,,21600
2012-12-28,,,,,,,23.345285415649414,,,,,,23.370830921446203,,,,,,23.162201711146245,,,,,,23.162201711146245,,,,,,15200
2012-12-31,,,,,,,23.643329620361328,,,,,,23.796609168014527,,,,,,23.430441720666504,,,,,,23.430441720666504,,,,,,28000
2013-01-02,,,,,,,24.324569702148438,,,,,,24.418239265191172,,,,,,24.16703150101152,,,,,,24.16703150101152,,,,,,107200
