Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2000-04-28,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,
2000-05-01,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-02,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,
2000-05-03,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,
2000-05-04,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,5700,,,,,,,,,,,,,,
2000-05-05,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1520,,,,,,,,,,,,,,
2000-05-08,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,
2000-05-09,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,3420,,,,,,,,,,,,,,
2000-05-10,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-11,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,
2000-05-12,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-15,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-16,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,4180,,,,,,,,,,,,,,
2000-05-17,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,1.1073938608169556,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-18,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,7600,,,,,,,,,,,,,,
2000-05-19,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-22,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-23,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,1.124430537223816,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-24,,1.1414676904678345,,,,,,,,,,,,,,,,1.1585045824881859,,,,,,,,,,,,,,,,1.1073942768721965,,,,,,,,,,,,,,,,1.1073942768721965,,,,,,,,,,,,,,,,68400,,,,,,,,,,,,,,
2000-05-25,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1244309596205835,,,,,,,,,,,,,,,,1.1244309596205835,,,,,,,,,,,,,,,,24700,,,,,,,,,,,,,,
2000-05-26,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-30,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-05-31,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,
2000-06-01,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.141467478025141,,,,,,,,,,,,,,,,1.141467478025141,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,
2000-06-02,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-05,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-06,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,2280,,,,,,,,,,,,,,
2000-06-07,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,4180,,,,,,,,,,,,,,
2000-06-08,,1.1585043668746948,,,,,,,,,,,,,,,,1.175541379205914,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.175541379205914,,,,,,,,,,,,,,,,4180,,,,,,,,,,,,,,
2000-06-09,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-12,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-13,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-14,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-15,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-16,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,1.1414676904678345,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,
2000-06-19,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.141467478025141,,,,,,,,,,,,,,,,1.141467478025141,,,,,,,,,,,,,,,,14820,,,,,,,,,,,,,,
2000-06-20,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-21,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-22,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1244309596205835,,,,,,,,,,,,,,,,1.1244309596205835,,,,,,,,,,,,,,,,3420,,,,,,,,,,,,,,
2000-06-23,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-26,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-27,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,1.1585043668746948,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-28,,1.1329492330551147,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,16340,,,,,,,,,,,,,,
2000-06-29,,1.1329492330551147,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-06-30,,1.1329492330551147,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-03,,1.1329492330551147,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,1.132949233055115,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-05,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,3420,,,,,,,,,,,,,,
2000-07-06,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-07,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-10,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-11,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,3040,,,,,,,,,,,,,,
2000-07-12,,1.2266514301300049,,,,,,,,,,,,,,,,1.243688313859246,,,,,,,,,,,,,,,,1.2096144229191355,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,42940,,,,,,,,,,,,,,
2000-07-13,,1.2266514301300049,,,,,,,,,,,,,,,,1.243688313859246,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.243688313859246,,,,,,,,,,,,,,,,105260,,,,,,,,,,,,,,
2000-07-14,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-17,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-18,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,1.2266514301300049,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-19,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,3420,,,,,,,,,,,,,,
2000-07-20,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-21,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,1.1925779581069946,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-24,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,
2000-07-25,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,1.294798731803894,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-26,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,38000,,,,,,,,,,,,,,
2000-07-27,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-07-28,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,1.2436879873275757,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,
2000-07-31,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,
2000-08-01,,1.1755409240722656,,,,,,,,,,,,,,,,1.2096143181341965,,,,,,,,,,,,,,,,1.1755409240722656,,,,,,,,,,,,,,,,1.2096143181341965,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,
2000-08-02,,1.1679829359054565,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-03,,1.1679829359054565,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-04,,1.1679829359054565,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-07,,1.1679829359054565,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,1.1679829359054563,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-08,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,
2000-08-09,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-10,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-11,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-14,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-15,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-16,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,1.185159683227539,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-17,,1.2023359537124634,,,,,,,,,,,,,,,,1.2023359537124634,,,,,,,,,,,,,,,,1.2023359537124634,,,,,,,,,,,,,,,,1.2023359537124634,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,
2000-08-18,,1.3418923616409302,,,,,,,,,,,,,,,,1.3569216562824564,,,,,,,,,,,,,,,,1.3397452484110077,,,,,,,,,,,,,,,,1.3397452484110077,,,,,,,,,,,,,,,,21660,,,,,,,,,,,,,,
2000-08-21,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-22,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-23,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-24,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-25,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-28,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,1.3418923616409302,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-08-29,,1.477155327796936,,,,,,,,,,,,,,,,1.6489179342153666,,,,,,,,,,,,,,,,1.374098112523474,,,,,,,,,,,,,,,,1.374098112523474,,,,,,,,,,,,,,,,12920,,,,,,,,,,,,,,
2000-08-30,,1.374098300933838,,,,,,,,,,,,,,,,1.4256269156359478,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.4084505032485517,,,,,,,,,,,,,,,,5320,,,,,,,,,,,,,,
2000-08-31,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-09-01,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-09-05,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-09-06,,1.374098300933838,,,,,,,,,,,,,,,,1.4084505032485517,,,,,,,,,,,,,,,,1.374098300933838,,,,,,,,,,,,,,,,1.4084505032485517,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,
2000-09-07,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,1.3740976862712877,,,,,,,,,,,,,,,,1.3740976862712877,,,,,,,,,,,,,,,,23940,,,,,,,,,,,,,,
2000-09-08,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2000-09-11,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,1.425626277923584,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
