Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AKO.B,BARK.W,BAYAR,AKO.B,BARK.W,BAYA,BAYAR,AKO.B,BARK.W,BAYA,BAYAR,AKO.B,BARK.W,BAYA,BAYAR,AKO.B,BARK.W,BAYA,BAYAR,AKO.B,BARK.W,BAYA,BAYAR
Date,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,,,,,,10.010000228881836,,,,10.020000457763672,,,,10.010000228881836,,,,10.010000228881836,,,,175000,
2024-01-02,,,,,,10.020000457763672,,,,10.029999732971191,,,,10.010000228881836,,,,10.029999732971191,,,,6800,
2024-01-03,,,,,,10.050000190734863,,,,10.050000190734863,,,,10.020999908447266,,,,10.020999908447266,,,,67800,
2024-01-04,,,,,,10.0600004196167,,,,10.0600004196167,,,,10.039999961853027,,,,10.039999961853027,,,,122300,
2024-01-05,,,,,,10.0600004196167,,,,10.0600004196167,,,,10.0600004196167,,,,10.0600004196167,,,,10100,
2024-01-08,,,,,,10.0600004196167,,,,10.069999694824219,,,,10.0600004196167,,,,10.069999694824219,,,,50500,
2024-01-09,,,,,,10.079000473022461,,,,10.079999923706055,,,,10.0600004196167,,,,10.0600004196167,,,,165700,
2024-01-10,,,,,,10.071999549865723,,,,10.079999923706055,,,,10.071999549865723,,,,10.079999923706055,,,,400,
2024-01-11,,,,,,10.069999694824219,,,,10.074999809265137,,,,10.069999694824219,,,,10.074999809265137,,,,5100,
2024-01-12,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,400,
2024-01-16,,,,,,10.09000015258789,,,,10.09000015258789,,,,10.079999923706055,,,,10.079999923706055,,,,52200,
2024-01-17,,,,,,10.09000015258789,,,,10.09000015258789,,,,10.085000038146973,,,,10.09000015258789,,,,5300,
2024-01-18,,,,,,10.081000328063965,,,,10.081000328063965,,,,10.081000328063965,,,,10.081000328063965,,,,300,
2024-01-19,,,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,25300,
2024-01-22,,,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,0,
2024-01-23,,,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,10.09000015258789,,,,0,
2024-01-24,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.090999603271484,,,,10.090999603271484,,,,2000,
2024-01-25,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,500,
2024-01-26,,,,,,10.119999885559082,,,,10.130000114440918,,,,10.119999885559082,,,,10.130000114440918,,,,2700,
2024-01-29,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,2600,
2024-01-30,,,,,,10.130000114440918,,,,10.140000343322754,,,,10.130000114440918,,,,10.140000343322754,,,,700,
2024-01-31,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-01,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-02,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-05,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-06,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-07,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-08,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-09,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-12,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-13,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-14,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-15,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,200,
2024-02-16,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-20,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,10.130000114440918,,,,0,
2024-02-21,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.100000381469727,,,,10.100000381469727,,,,1600,
2024-02-22,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,0,
2024-02-23,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,0,
2024-02-26,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,0,
2024-02-27,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,0,
2024-02-28,,,,,,10.100000381469727,,,,10.119999885559082,,,,10.100000381469727,,,,10.119999885559082,,,,900,
2024-02-29,,,,,,10.029999732971191,,,,10.130000114440918,,,,10.029999732971191,,,,10.130000114440918,,,,2800,
2024-03-01,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,300,
2024-03-04,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,1800,
2024-03-05,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,0,
2024-03-06,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,0,
2024-03-07,,,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,10.100000381469727,,,,0,
2024-03-08,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,500,
2024-03-11,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-12,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-13,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-14,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-15,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-18,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-19,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-20,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-21,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-22,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-25,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-26,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-27,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-03-28,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-04-01,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-04-02,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-04-03,,,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,10.069999694824219,,,,0,
2024-04-04,,,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,10.119999885559082,,,,4100,
2024-04-05,,,,,,10.130000114440918,,,,10.130000114440918,,,,10.119999885559082,,,,10.119999885559082,,,,19000,
2024-04-08,,,,,,10.149999618530273,,,,10.149999618530273,,,,10.140000343322754,,,,10.140000343322754,,,,20000,
2024-04-09,,,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,100,
2024-04-10,,,,,,10.149999618530273,,,,10.168000221252441,,,,10.149999618530273,,,,10.15999984741211,,,,6400,
2024-04-11,,,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,100,
2024-04-12,,,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,10.149999618530273,,,,0,
2024-04-15,,,,,,10.15999984741211,,,,10.15999984741211,,,,10.15999984741211,,,,10.15999984741211,,,,4000,
2024-04-16,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,5600,
2024-04-17,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,0,
2024-04-18,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,400,
2024-04-19,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,0,
2024-04-22,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,0,
2024-04-23,,,,,,10.164999961853027,,,,10.170000076293945,,,,10.164999961853027,,,,10.164999961853027,,,,5200,
2024-04-24,,,,,,10.15999984741211,,,,10.170000076293945,,,,10.15999984741211,,,,10.15999984741211,,,,26200,
2024-04-25,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.170000076293945,,,,10.170000076293945,,,,69800,
2024-04-26,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-04-29,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-04-30,,,,,,10.170000076293945,,,,10.331999778747559,,,,10.15999984741211,,,,10.170999526977539,,,,2700,
2024-05-01,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,60000,
2024-05-02,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,0,
2024-05-03,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,0,
2024-05-06,,,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,10.170000076293945,,,,300,
2024-05-07,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,900,
2024-05-08,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-05-09,,,,,,10.180000305175781,,,,10.1899995803833,,,,10.180000305175781,,,,10.1899995803833,,,,3400,
2024-05-10,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-05-13,,,,,,10.1899995803833,,,,10.1899995803833,,,,10.1899995803833,,,,10.1899995803833,,,,4900,
2024-05-14,,,,,,10.180000305175781,,,,10.1899995803833,,,,10.180000305175781,,,,10.1899995803833,,,,100100,
2024-05-15,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-05-16,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,2900,
2024-05-17,,,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,10.180000305175781,,,,0,
2024-05-20,,,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,700,
2024-05-21,,,,,,10.210000038146973,,,,10.210000038146973,,,,10.199999809265137,,,,10.199999809265137,,,,16300,
2024-05-22,,,,,,10.210000038146973,,,,10.210000038146973,,,,10.210000038146973,,,,10.210000038146973,,,,4300,
2024-05-23,,,,,,10.210000038146973,,,,10.210000038146973,,,,10.210000038146973,,,,10.210000038146973,,,,0,
2024-05-24,,,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,52800,
2024-05-28,,,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,10.199999809265137,,,,200,
2024-05-29,,,,,,10.220000267028809,,,,10.220000267028809,,,,10.210000038146973,,,,10.220000267028809,,,,5900,
2024-05-30,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,15300,
2024-05-31,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,0,
2024-06-03,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.220000267028809,,,,10.220000267028809,,,,2100,
2024-06-04,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.220000267028809,,,,10.220000267028809,,,,6700,
2024-06-05,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,5600,
2024-06-06,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,6300,
2024-06-07,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.225000381469727,,,,10.229999542236328,,,,12000,
2024-06-10,,,,,,10.23799991607666,,,,10.23799991607666,,,,10.23799991607666,,,,10.23799991607666,,,,500,
2024-06-11,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,3400,
2024-06-12,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,1100,
2024-06-13,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,0,
2024-06-14,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,0,
2024-06-17,,,,,,10.220000267028809,,,,10.220000267028809,,,,10.220000267028809,,,,10.220000267028809,,,,600,
2024-06-18,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,237000,
2024-06-20,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,5800,
2024-06-21,,,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,10.229999542236328,,,,0,
2024-06-24,,,,,,10.234999656677246,,,,10.239999771118164,,,,10.234999656677246,,,,10.239999771118164,,,,5600,
2024-06-25,,,,,,10.244999885559082,,,,10.25,,,,10.244999885559082,,,,10.25,,,,8500,
2024-06-26,,,,,,10.25,,,,10.25,,,,10.25,,,,10.25,,,,20000,
2024-06-27,,,,,,10.25,,,,10.25,,,,10.239999771118164,,,,10.239999771118164,,,,46600,
2024-06-28,,,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,100,
2024-07-01,,,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,0,
2024-07-02,,,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,0,
2024-07-03,,,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,0,
2024-07-05,,,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,10.239999771118164,,,,0,
2024-07-08,,,,,,10.25,,,,10.25,,,,10.244999885559082,,,,10.25,,,,539000,
2024-07-09,,,,,,10.25,,,,10.25,,,,10.25,,,,10.25,,,,196200,
2024-07-10,,,,,,10.25,,,,10.25,,,,10.25,,,,10.25,,,,24500,
2024-07-11,,,,,,10.260000228881836,,,,10.260000228881836,,,,10.260000228881836,,,,10.260000228881836,,,,64800,
2024-07-12,,,,,,10.279999732971191,,,,10.279999732971191,,,,10.260000228881836,,,,10.270000457763672,,,,1100,
2024-07-15,,,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,0,
2024-07-16,,,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,0,
2024-07-17,,,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,10.279999732971191,,,,0,
2024-07-18,,,,,,10.270000457763672,,,,10.270000457763672,,,,10.270000457763672,,,,10.270000457763672,,,,2500,
2024-07-19,,,,,,10.270000457763672,,,,10.270000457763672,,,,10.270000457763672,,,,10.270000457763672,,,,0,
2024-07-22,,,,,,10.289999961853027,,,,10.3100004196167,,,,10.279999732971191,,,,10.279999732971191,,,,3400,
2024-07-23,,,,,,10.274999618530273,,,,10.289999961853027,,,,10.270000457763672,,,,10.279999732971191,,,,7400,
2024-07-24,,,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,2400,
2024-07-25,,,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,0,
2024-07-26,,,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,10.274999618530273,,,,0,
2024-07-29,,,,,,10.300000190734863,,,,10.300000190734863,,,,10.300000190734863,,,,10.300000190734863,,,,10300,
2024-07-30,,,,,,10.300000190734863,,,,10.300000190734863,,,,10.300000190734863,,,,10.300000190734863,,,,300,
2024-07-31,,,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,1800,
2024-08-01,,,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,25100,
2024-08-02,,,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,0,
2024-08-05,,,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,135700,
2024-08-06,,,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,10.3100004196167,,,,0,
2024-08-07,,,,,,10.319999694824219,,,,10.319999694824219,,,,10.319999694824219,,,,10.319999694824219,,,,100,
2024-08-08,,,,,,10.300000190734863,,,,10.319999694824219,,,,10.300000190734863,,,,10.319999694824219,,,,373700,
2024-08-09,,,,,,10.3149995803833,,,,10.319999694824219,,,,10.3100004196167,,,,10.3100004196167,,,,46500,
2024-08-12,,,,,,10.319999694824219,,,,10.329999923706055,,,,10.319999694824219,,,,10.329999923706055,,,,600,
2024-08-13,,,,,,10.319999694824219,,,,10.319999694824219,,,,10.319999694824219,,,,10.319999694824219,,,,75500,
2024-08-14,,,,,,10.329999923706055,,,,10.329999923706055,,,,10.324999809265137,,,,10.329999923706055,,,,126200,
2024-08-15,,,,,,10.329999923706055,,,,10.34000015258789,,,,10.329999923706055,,,,10.34000015258789,,,,1800,
2024-08-16,,,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,5000,
2024-08-19,,,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,100,
2024-08-20,,,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,10.329999923706055,,,,0,
2024-08-21,,,,,,10.34000015258789,,,,10.350000381469727,,,,10.34000015258789,,,,10.34000015258789,,,,225800,
2024-08-22,,,,,,10.34000015258789,,,,10.34000015258789,,,,10.34000015258789,,,,10.34000015258789,,,,0,
2024-08-23,,,,,,10.34000015258789,,,,10.34000015258789,,,,10.34000015258789,,,,10.34000015258789,,,,0,
