Price,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,CSLRW,CSLRW,CSPF,CSRE,CSLRW,CSPF,CSRE,CSLRW,CSPF,CSRE,CSLRW,CSPF,CSRE,CSLRW,CSPF,CSRE
Date,,,,,,,,,,,,,,,,
2025-02-05,,,25.057418823242188,25.381000518798828,,25.058414792775537,25.381000518798828,,25.01257548507366,25.1299991607666,,25.01257548507366,25.1299991607666,,1800,1300
2025-02-06,,,25.07037353515625,25.472999572753906,,25.10226166594096,25.472999572753906,,25.06837969542369,25.40999984741211,,25.10226166594096,25.40999984741211,,1500,2100
2025-02-07,,,25.07236671447754,25.410999298095703,,25.07236671447754,25.475000381469727,,25.07236671447754,25.410999298095703,,25.07236671447754,25.475000381469727,,100,2800
2025-02-10,,,25.10724449157715,25.427000045776367,,25.132157035424676,25.489999771118164,,25.10724449157715,25.3700008392334,,25.127175286937273,25.489999771118164,,800,53700
2025-02-11,,,25.047452926635742,25.541000366210938,,25.09229626391061,25.541000366210938,,25.047452926635742,25.459999084472656,,25.09229626391061,25.459999084472656,,300,400
2025-02-12,,,25.03350257873535,25.406999588012695,,25.052435503644066,25.450000762939453,,25.03350257873535,25.360000610351562,,25.052435503644066,25.360000610351562,,75100,50800
2025-02-13,,,25.022541046142578,25.659000396728516,,25.03250644365688,25.659000396728516,,25.022541046142578,25.459999084472656,,25.03250644365688,25.459999084472656,,1000,800
2025-02-14,,,25.087312698364258,25.524999618530273,,25.10226174464238,25.780000686645508,,25.087312698364258,25.524999618530273,,25.10226174464238,25.780000686645508,,5900,500
2025-02-18,,,25.10724449157715,25.600000381469727,,25.251739906880168,25.6200008392334,,25.10724449157715,25.559999465942383,,25.251739906880168,25.58300018310547,,33900,109500
2025-02-19,,,25.147106170654297,25.524999618530273,,25.27167079103486,25.524999618530273,,25.147106170654297,25.483999252319336,,25.162053316874278,25.510000228881836,,3300,2900
2025-02-20,,,25.097278594970703,25.700000762939453,,25.122191138322975,25.700000762939453,,25.092296846582336,25.530000686645508,,25.112227641546244,25.540000915527344,,3300,100900
2025-02-21,,,25.1590633392334,25.48900032043457,,25.201914739192183,25.709999084472656,,25.147106002478434,25.48900032043457,,25.152087750950024,25.65999984741211,,4500,5100
2025-02-24,,,25.149097442626953,25.63599967956543,,25.15208725193269,25.65999984741211,,25.149097442626953,25.56999969482422,,25.15208725193269,25.56999969482422,,300,102800
2025-02-25,,,25.167034149169922,25.948999404907227,,25.27166987101632,25.948999404907227,,25.167034149169922,25.829999923706055,,25.18198319555095,25.829999923706055,,6100,700
2025-02-26,,,25.177000045776367,25.701000213623047,,25.21187798684839,25.940000534057617,,25.162052899804138,25.701000213623047,,25.162052899804138,25.940000534057617,,1700,2000
2025-02-27,,,25.22599983215332,25.85099983215332,,25.280000686645508,25.93000030517578,,25.22599983215332,25.75,,25.260000228881836,25.75,,25200,34800
2025-02-28,,,25.2450008392334,26.025999069213867,,25.2450008392334,26.025999069213867,,25.229999542236328,25.850000381469727,,25.229999542236328,26.020000457763672,,300,1200
2025-03-03,,,25.15999984741211,26.257999420166016,,25.170000076293945,26.3799991607666,,25.15999984741211,26.209999084472656,,25.170000076293945,26.34600067138672,,75400,1600
2025-03-04,,,25.145999908447266,25.968000411987305,,25.145999908447266,26.190000534057617,,25.145999908447266,25.968000411987305,,25.145999908447266,26.1299991607666,,100,3700
2025-03-05,,,25.075000762939453,26.239999771118164,,25.100000381469727,26.25,,25.06999969482422,25.849000930786133,,25.100000381469727,25.849000930786133,,20800,4400
2025-03-06,,,25.09600067138672,25.569000244140625,,25.110000610351562,25.729999542236328,,25.09600067138672,25.549999237060547,,25.110000610351562,25.670000076293945,,200,16000
2025-03-07,,,25.138999938964844,25.738000869750977,,25.149999618530273,25.760000228881836,,25.1299991607666,25.530000686645508,,25.149999618530273,25.719999313354492,,2200,23100
2025-03-10,,,25.13599967956543,25.551000595092773,,25.139999389648438,25.81999969482422,,25.09000015258789,25.5,,25.09000015258789,25.81999969482422,,3700,2600
2025-03-11,,,25.062000274658203,25.290000915527344,,25.079999923706055,25.540000915527344,,25.040000915527344,25.25,,25.048999786376953,25.524999618530273,,2800,2300
2025-03-12,,,25.10700035095215,25.145999908447266,,25.15999984741211,25.3700008392334,,25.07699966430664,25.139999389648438,,25.07699966430664,25.3700008392334,,6600,9700
2025-03-13,,,25.05500030517578,24.80500030517578,,25.1299991607666,25.200000762939453,,25.030000686645508,24.790000915527344,,25.040000915527344,25.190000534057617,,5800,3600
2025-03-14,,,25.076000213623047,25.266000747680664,,25.149999618530273,25.266000747680664,,25.024999618530273,24.950000762939453,,25.040000915527344,24.950000762939453,,6400,1800
2025-03-17,,,25.149999618530273,25.68000030517578,,25.15999984741211,25.68000030517578,,25.040000915527344,25.479999542236328,,25.049999237060547,25.489999771118164,,4100,1700
2025-03-18,,,25.097999572753906,25.59000015258789,,25.15999984741211,25.780000686645508,,25.059999465942383,25.52400016784668,,25.059999465942383,25.780000686645508,,6000,8100
2025-03-19,,,25.149999618530273,25.610000610351562,,25.18000030517578,25.700000762939453,,25.125,25.600000381469727,,25.128999710083008,25.65399932861328,,8100,6600
2025-03-20,,,25.145000457763672,25.573699951171875,,25.15999984741211,25.573699951171875,,25.145000457763672,25.573699951171875,,25.15999984741211,25.690000534057617,,1419,485
