Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,DSX$B,DSX.W,DTSQR,DSX$B,DSX.W,DTG,DTSQR,DSX$B,DSX.W,DTG,DTSQR,DSX$B,DSX.W,DTG,DTSQR,DSX$B,DSX.W,DTG,DTSQR,DSX$B,DSX.W,DTG,DTSQR
Date,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,,,,,,21.003835678100586,,,,21.254876896547227,,,,21.003835678100586,,,,21.1209880338982,,,,342200,
2021-12-02,,,,,,21.0875186920166,,,,21.196302805096618,,,,20.961996474356418,,,,21.01220599985301,,,,96600,
2021-12-03,,,,,,21.10425567626953,,,,21.19630488596859,,,,21.037311231783338,,,,21.19630488596859,,,,42800,
2021-12-06,,,,,,21.129356384277344,,,,21.196300815909037,,,,21.003835774478063,,,,21.087516713037967,,,,126200,
2021-12-07,,,,,,21.17119789123535,,,,21.187934399614758,,,,21.087518541500906,,,,21.12935821636813,,,,137200,
2021-12-08,,,,,,21.120988845825195,,,,21.171196772228374,,,,21.1126205920778,,,,21.171196772228374,,,,106400,
2021-12-09,,,,,,21.14609718322754,,,,21.179568607796504,,,,21.112624162577102,,,,21.161995750779464,,,,82000,
2021-12-10,,,,,,21.129356384277344,,,,21.22475255847076,,,,21.120988130813238,,,,21.22475255847076,,,,51900,
2021-12-13,,,,,,21.10425567626953,,,,21.18793663089763,,,,21.095887421198576,,,,21.129360441482397,,,,90400,
2021-12-14,,,,,,21.413869857788086,,,,21.422238110955213,,,,21.112619128095808,,,,21.129355634430066,,,,228300,
2021-12-15,,,,,,21.464078903198242,,,,21.54775984316463,,,,21.196301172170738,,,,21.38876621683661,,,,91300,
2021-12-16,,,,,,21.38039779663086,,,,21.464078735945186,,,,21.37788875704204,,,,21.464078735945186,,,,91000,
2021-12-17,,,,,,21.49755096435547,,,,21.539390634442785,,,,21.3218208386103,,,,21.380397015164988,,,,126900,
2021-12-20,,,,,,21.589601516723633,,,,21.614706279865416,,,,21.447344384416173,,,,21.49755391069974,,,,66900,
2021-12-21,,,,,,21.74859046936035,,,,21.790431732243434,,,,21.480812771232547,,,,21.656541287098552,,,,46800,
2021-12-22,,,,,,21.798803329467773,,,,21.899220787065946,,,,21.673282704531065,,,,21.74859539870936,,,,36600,
2021-12-23,,,,,,21.773700714111328,,,,21.94942927426132,,,,21.589602303194514,,,,21.88248483285922,,,,46300,
2021-12-27,,,,,,21.807170867919922,,,,22.033108943036304,,,,21.782067701405627,,,,21.798802613721396,,,,68900,
2021-12-28,,,,,,21.915956497192383,,,,22.033108863385685,,,,21.78206762266253,,,,21.832275551590904,,,,35100,
2021-12-29,,,,,,21.92432403564453,,,,21.96616370903878,,,,21.88248276616905,,,,21.94942720124859,,,,56800,
2021-12-30,,,,,,22.00800323486328,,,,22.137708775245706,,,,21.941058800232625,,,,21.982900069427547,,,,144100,
2021-12-31,,,,,,22.00800323486328,,,,22.233941300272196,,,,21.941058800232625,,,,22.074947669493934,,,,438300,
2022-01-03,,,,,,21.798803329467773,,,,22.00800490305607,,,,21.69001921347765,,,,22.00800490305607,,,,38400,
2022-01-04,,,,,,21.589601516723633,,,,21.815539596755713,,,,21.46408089317736,,,,21.815539596755713,,,,49700,
2022-01-05,,,,,,21.447343826293945,,,,21.715123171260604,,,,21.422240659886743,,,,21.589600954899463,,,,181600,
2022-01-06,,,,,,21.6649112701416,,,,21.673279523386626,,,,21.346925627236242,,,,21.48918274023943,,,,64000,
2022-01-07,,,,,,21.489181518554688,,,,21.740222717308985,,,,21.47244501301613,,,,21.581230702935738,,,,47400,
2022-01-10,,,,,,21.423913955688477,,,,21.589601562177908,,,,21.271615875452454,,,,21.455712683969157,,,,23100,
2022-01-11,,,,,,21.614707946777344,,,,21.614707946777344,,,,21.464082548473158,,,,21.5310269925993,,,,14500,
2022-01-12,,,,,,21.63144302368164,,,,21.706755717844043,,,,21.589601751324004,,,,21.614706514738586,,,,11800,
