Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,FENY,FET,FENY,FET,FENY,FET,FENY,FET,FENY,FET
Date,,,,,,,,,,
2012-04-12,,435.0,,458.0,,432.6000061035156,,450.0,,591530
2012-04-13,,430.0,,444.6000061035156,,430.0,,439.0,,110990
2012-04-16,,434.79998779296875,,441.3999938964844,,432.6000061035156,,435.0,,27855
2012-04-17,,445.0,,460.0,,435.0,,440.79998779296875,,33515
2012-04-18,,434.0,,444.20001220703125,,420.0,,440.20001220703125,,43875
2012-04-19,,439.20001220703125,,440.0,,430.3999938964844,,438.0,,14940
2012-04-20,,441.0,,443.79998779296875,,435.0,,440.0,,36385
2012-04-23,,440.20001220703125,,440.79998779296875,,430.79998779296875,,440.6000061035156,,21195
2012-04-24,,433.20001220703125,,444.0,,431.20001220703125,,438.20001220703125,,39905
2012-04-25,,429.0,,437.20001220703125,,425.3999938964844,,436.0,,22575
2012-04-26,,436.0,,439.0,,425.0,,428.79998779296875,,17295
2012-04-27,,447.0,,453.0,,434.6000061035156,,436.3999938964844,,47665
2012-04-30,,462.3999938964844,,477.20001220703125,,443.79998779296875,,445.79998779296875,,35795
2012-05-01,,461.79998779296875,,468.6000061035156,,455.3999938964844,,463.3999938964844,,51670
2012-05-02,,465.79998779296875,,469.3999938964844,,458.0,,458.0,,21825
2012-05-03,,461.6000061035156,,464.20001220703125,,458.0,,458.0,,25450
2012-05-04,,455.79998779296875,,461.79998779296875,,454.6000061035156,,460.0,,36735
2012-05-07,,454.6000061035156,,457.79998779296875,,449.20001220703125,,451.6000061035156,,14750
2012-05-08,,444.0,,453.0,,439.79998779296875,,450.20001220703125,,34815
2012-05-09,,439.79998779296875,,442.3999938964844,,436.3999938964844,,438.6000061035156,,18330
2012-05-10,,437.0,,441.6000061035156,,430.0,,440.20001220703125,,14100
2012-05-11,,435.20001220703125,,436.20001220703125,,430.0,,433.79998779296875,,7350
2012-05-14,,431.20001220703125,,434.6000061035156,,428.6000061035156,,430.0,,25210
2012-05-15,,430.20001220703125,,444.6000061035156,,428.6000061035156,,430.79998779296875,,30380
2012-05-16,,428.6000061035156,,432.3999938964844,,416.20001220703125,,431.20001220703125,,25555
2012-05-17,,420.0,,432.79998779296875,,418.0,,430.6000061035156,,40015
2012-05-18,,418.3999938964844,,425.0,,416.79998779296875,,423.6000061035156,,27790
2012-05-21,,432.79998779296875,,443.3999938964844,,418.6000061035156,,418.6000061035156,,24025
2012-05-22,,434.3999938964844,,447.3999938964844,,431.0,,443.79998779296875,,26520
2012-05-23,,426.79998779296875,,439.6000061035156,,422.0,,439.6000061035156,,26150
2012-05-24,,427.3999938964844,,434.79998779296875,,422.79998779296875,,434.79998779296875,,19440
2012-05-25,,427.6000061035156,,431.20001220703125,,422.20001220703125,,431.20001220703125,,19955
2012-05-29,,442.20001220703125,,447.79998779296875,,431.79998779296875,,432.79998779296875,,14270
2012-05-30,,432.0,,440.0,,430.3999938964844,,439.79998779296875,,16925
2012-05-31,,429.6000061035156,,438.79998779296875,,419.0,,433.3999938964844,,13115
2012-06-01,,420.6000061035156,,423.0,,385.20001220703125,,385.20001220703125,,44270
2012-06-04,,401.3999938964844,,422.0,,394.0,,421.20001220703125,,28760
2012-06-05,,399.79998779296875,,412.79998779296875,,394.3999938964844,,399.6000061035156,,23625
2012-06-06,,400.0,,419.6000061035156,,399.79998779296875,,402.6000061035156,,7965
2012-06-07,,415.0,,424.6000061035156,,399.20001220703125,,405.79998779296875,,17720
2012-06-08,,416.6000061035156,,420.0,,400.79998779296875,,413.0,,17585
2012-06-11,,400.0,,422.20001220703125,,396.20001220703125,,420.0,,30950
2012-06-12,,399.6000061035156,,401.6000061035156,,396.20001220703125,,400.0,,37450
2012-06-13,,398.3999938964844,,400.20001220703125,,394.0,,398.20001220703125,,25020
2012-06-14,,401.20001220703125,,402.6000061035156,,397.0,,400.0,,12285
2012-06-15,,401.6000061035156,,401.6000061035156,,392.20001220703125,,397.0,,34215
2012-06-18,,409.6000061035156,,412.0,,398.0,,398.20001220703125,,13360
2012-06-19,,415.3999938964844,,419.79998779296875,,405.0,,410.0,,22330
2012-06-20,,411.6000061035156,,417.79998779296875,,409.3999938964844,,417.6000061035156,,8580
2012-06-21,,395.79998779296875,,411.0,,393.79998779296875,,410.6000061035156,,34680
2012-06-22,,397.79998779296875,,400.3999938964844,,394.20001220703125,,399.3999938964844,,154235
2012-06-25,,393.6000061035156,,396.6000061035156,,382.6000061035156,,391.6000061035156,,14235
2012-06-26,,385.0,,394.6000061035156,,384.20001220703125,,394.20001220703125,,14695
2012-06-27,,382.79998779296875,,388.20001220703125,,377.79998779296875,,388.20001220703125,,12820
2012-06-28,,386.20001220703125,,386.79998779296875,,374.6000061035156,,380.0,,8385
2012-06-29,,393.79998779296875,,397.0,,390.0,,392.3999938964844,,7805
2012-07-02,,393.20001220703125,,396.20001220703125,,389.0,,393.79998779296875,,10950
2012-07-03,,410.0,,417.6000061035156,,392.3999938964844,,394.0,,19090
2012-07-05,,408.6000061035156,,411.0,,397.0,,408.20001220703125,,8785
2012-07-06,,400.20001220703125,,408.79998779296875,,398.3999938964844,,404.6000061035156,,4785
2012-07-09,,406.0,,409.0,,398.20001220703125,,399.3999938964844,,12135
2012-07-10,,392.0,,405.0,,390.3999938964844,,405.0,,4355
2012-07-11,,392.6000061035156,,397.20001220703125,,387.0,,393.6000061035156,,7705
2012-07-12,,388.20001220703125,,390.3999938964844,,377.6000061035156,,388.6000061035156,,6265
2012-07-13,,396.6000061035156,,398.6000061035156,,386.20001220703125,,388.3999938964844,,10485
2012-07-16,,391.20001220703125,,394.20001220703125,,380.20001220703125,,394.20001220703125,,11540
2012-07-17,,391.20001220703125,,395.79998779296875,,385.0,,392.3999938964844,,8895
2012-07-18,,389.0,,394.20001220703125,,383.79998779296875,,389.3999938964844,,17355
2012-07-19,,391.79998779296875,,393.3999938964844,,386.6000061035156,,391.20001220703125,,3285
2012-07-20,,395.79998779296875,,398.20001220703125,,388.0,,390.0,,5870
2012-07-23,,395.0,,395.6000061035156,,384.6000061035156,,389.3999938964844,,9530
2012-07-24,,387.6000061035156,,398.6000061035156,,384.79998779296875,,397.0,,13485
2012-07-25,,390.3999938964844,,391.6000061035156,,384.6000061035156,,390.0,,7125
2012-07-26,,416.0,,423.0,,394.3999938964844,,395.0,,37240
2012-07-27,,408.6000061035156,,413.79998779296875,,372.0,,372.3999938964844,,33375
2012-07-30,,412.0,,415.6000061035156,,405.20001220703125,,405.3999938964844,,20240
2012-07-31,,416.79998779296875,,422.3999938964844,,410.3999938964844,,411.0,,43455
2012-08-01,,422.20001220703125,,425.79998779296875,,415.20001220703125,,418.6000061035156,,16490
2012-08-02,,420.0,,422.0,,415.3999938964844,,416.20001220703125,,18325
2012-08-03,,435.6000061035156,,440.0,,425.6000061035156,,426.6000061035156,,20610
2012-08-06,,441.79998779296875,,451.6000061035156,,432.79998779296875,,436.3999938964844,,24325
2012-08-07,,440.3999938964844,,445.79998779296875,,435.3999938964844,,444.20001220703125,,20445
2012-08-08,,439.0,,446.20001220703125,,434.3999938964844,,436.20001220703125,,20740
2012-08-09,,428.20001220703125,,441.3999938964844,,426.6000061035156,,440.0,,44475
2012-08-10,,433.3999938964844,,435.79998779296875,,416.3999938964844,,426.79998779296875,,12245
2012-08-13,,432.79998779296875,,433.20001220703125,,425.0,,432.0,,10515
2012-08-14,,441.3999938964844,,443.0,,436.79998779296875,,436.79998779296875,,9115
2012-08-15,,445.20001220703125,,445.79998779296875,,436.20001220703125,,440.79998779296875,,5705
2012-08-16,,448.0,,449.0,,446.0,,446.6000061035156,,9170
2012-08-17,,458.0,,458.79998779296875,,450.20001220703125,,454.20001220703125,,18340
2012-08-20,,456.0,,459.6000061035156,,453.0,,459.0,,5445
2012-08-21,,452.20001220703125,,466.0,,452.20001220703125,,459.20001220703125,,16140
2012-08-22,,438.3999938964844,,453.3999938964844,,434.0,,453.3999938964844,,13235
2012-08-23,,442.79998779296875,,444.20001220703125,,433.20001220703125,,438.3999938964844,,12815
2012-08-24,,459.6000061035156,,462.3999938964844,,439.79998779296875,,439.79998779296875,,18275
2012-08-27,,456.79998779296875,,461.0,,453.3999938964844,,459.79998779296875,,14000
2012-08-28,,468.3999938964844,,470.0,,454.0,,455.0,,17870
2012-08-29,,470.79998779296875,,471.3999938964844,,464.20001220703125,,470.0,,42645
2012-08-30,,468.3999938964844,,470.0,,463.79998779296875,,467.20001220703125,,18685
2012-08-31,,473.3999938964844,,481.79998779296875,,465.0,,472.0,,28250
2012-09-04,,471.3999938964844,,476.0,,465.6000061035156,,475.3999938964844,,11590
2012-09-05,,464.20001220703125,,471.0,,461.20001220703125,,470.6000061035156,,15915
2012-09-06,,479.0,,490.6000061035156,,467.3999938964844,,468.0,,39985
2012-09-07,,482.79998779296875,,484.0,,470.0,,479.6000061035156,,11615
2012-09-10,,481.79998779296875,,489.6000061035156,,480.20001220703125,,480.6000061035156,,10630
2012-09-11,,483.79998779296875,,483.79998779296875,,474.0,,481.6000061035156,,8060
2012-09-12,,490.79998779296875,,493.0,,482.79998779296875,,487.0,,13585
2012-09-13,,497.3999938964844,,506.6000061035156,,491.0,,493.3999938964844,,16115
2012-09-14,,504.3999938964844,,513.7999877929688,,493.79998779296875,,495.0,,26475
2012-09-17,,505.6000061035156,,510.20001220703125,,498.6000061035156,,504.0,,16025
