Price,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,EURKR,EURKR,EURKU,EUSM,EV,EURKR,EURKU,EUSM,EV,EURKR,EURKU,EUSM,EV,EURKR,EURKU,EUSM,EV,EURKR,EURKU,EUSM,EV
Date,,,,,,,,,,,,,,,,,,,,,
2023-12-21,,,,,24.849868774414062,,,,24.849868774414062,,,,24.77912691621325,,,,24.818428573215755,,,,20200.0
2023-12-22,,,,,24.89899253845215,,,,25.01492979632746,,,,24.887203166433697,,,,25.01492979632746,,,,20600.0
2023-12-26,,,,,25.011001586914062,,,,25.083709277979104,,,,25.011001586914062,,,,25.034582206447837,,,,20000.0
2023-12-27,,,,,25.114166259765625,,,,25.142658648042236,,,,25.10335699275829,,,,25.132833234221252,,,,20500.0
2023-12-28,,,,,25.38435935974121,,,,25.624093467510118,,,,25.38435935974121,,,,25.604442639265155,,,,19600.0
2023-12-29,,,,,25.266456604003906,,,,25.40794032046262,,,,25.231086611892305,,,,25.40794032046262,,,,20600.0
2024-01-02,,,,,24.93239974975586,,,,24.99528202551409,,,,24.93239974975586,,,,24.99528202551409,,,,20200.0
2024-01-03,,,,,24.727052688598633,,,,24.727052688598633,,,,24.582623041645686,,,,24.582623041645686,,,,20700.0
2024-01-04,,,,,24.51384735107422,,,,24.582623374363628,,,,24.51384735107422,,,,24.582623374363628,,,,20500.0
2024-01-05,,,,,24.572797775268555,,,,24.76930042975646,,,,24.523670706142028,,,,24.553146947617943,,,,36400.0
2024-01-08,,,,,24.572797775268555,,,,24.572797775268555,,,,24.572797775268555,,,,24.572797775268555,,,,1100.0
2024-01-09,,,,,24.10118865966797,,,,24.553146442293947,,,,24.091363246044878,,,,24.553146442293947,,,,3500.0
2024-01-10,,,,,23.993112564086914,,,,24.78895237991362,,,,23.96363632127624,,,,24.78895237991362,,,,3000.0
2024-01-11,,,,,24.0225887298584,,,,24.12083912423326,,,,23.993112487142252,,,,24.0225887298584,,,,11000.0
2024-01-12,,,,,23.934162139892578,,,,23.95381109458074,,,,23.882087256451985,,,,23.882087256451985,,,,3200.0
2024-01-16,,,,,23.403600692749023,,,,23.5215037893147,,,,23.383949864320385,,,,23.5215037893147,,,,4100.0
2024-01-17,,,,,22.8730411529541,,,,22.8730411529541,,,,22.823914082505947,,,,22.823914082505947,,,,3000.0
2024-01-18,,,,,23.020418167114258,,,,23.020418167114258,,,,22.87304070665764,,,,22.87304070665764,,,,3200.0
2024-01-19,,,,,22.941816329956055,,,,22.941816329956055,,,,22.794438872068902,,,,22.794438872068902,,,,3200.0
2024-01-22,,,,,22.440732955932617,,,,22.4603837846836,,,,22.38178234368584,,,,22.45055837030811,,,,5500.0
2024-01-23,,,,,22.676536560058594,,,,22.68636197412261,,,,22.63723677780864,,,,22.63723677780864,,,,3700.0
2024-01-24,,,,,22.86616325378418,,,,23.108845169230097,,,,22.86616325378418,,,,23.09901975526796,,,,5000.0
2024-01-25,,,,,22.4702091217041,,,,22.743349268781493,,,,22.4702091217041,,,,22.743349268781493,,,,4000.0
2024-01-26,,,,,22.71190643310547,,,,22.725661637922176,,,,22.71190643310547,,,,22.725661637922176,,,,3100.0
2024-01-29,,,,,22.59793472290039,,,,22.59793472290039,,,,22.421081020880198,,,,22.421081020880198,,,,3000.0
2024-01-30,,,,,22.28352928161621,,,,22.303180109668485,,,,22.2245786714655,,,,22.234402211485527,,,,11900.0
2024-01-31,,,,,22.116500854492188,,,,22.421081191395515,,,,22.116500854492188,,,,22.381781409539972,,,,3300.0
2024-02-01,,,,,22.293354034423828,,,,22.293354034423828,,,,22.13615116268048,,,,22.22457801228687,,,,3400.0
2024-02-02,,,,,21.87087059020996,,,,22.05754970295558,,,,21.782443740699197,,,,22.05754970295558,,,,3600.0
2024-02-05,,,,,21.716615676879883,,,,21.762793060288445,,,,21.566290406497142,,,,21.615415601443452,,,,3100.0
2024-02-06,,,,,22.175451278686523,,,,22.175451278686523,,,,22.060495997660023,,,,22.096849841627176,,,,4200.0
2024-02-07,,,,,22.28352928161621,,,,22.32282906371465,,,,22.2245786714655,,,,22.32282906371465,,,,3300.0
2024-02-08,,,,,22.263877868652344,,,,22.29335410995636,,,,22.263877868652344,,,,22.263877868652344,,,,2000.0
2024-02-09,,,,,22.293354034423828,,,,22.293354034423828,,,,22.087024094006903,,,,22.214752598552156,,,,1100.0
2024-02-12,,,,,22.480031967163086,,,,22.480031967163086,,,,22.480031967163086,,,,22.480031967163086,,,,2000.0
2024-02-13,,,,,22.020214080810547,,,,22.14597675401499,,,,22.020214080810547,,,,22.077198857320415,,,,1900.0
2024-02-14,,,,,22.20394515991211,,,,22.20394515991211,,,,22.20394515991211,,,,22.20394515991211,,,,600.0
2024-02-15,,,,,22.511474609375,,,,22.511474609375,,,,22.511474609375,,,,22.511474609375,,,,500.0
2024-02-16,,,,,22.764963150024414,,,,22.764963150024414,,,,22.764963150024414,,,,22.764963150024414,,,,2300.0
2024-02-20,,,,,22.313003540039062,,,,22.432872466165207,,,,22.313003540039062,,,,22.432872466165207,,,,1400.0
2024-02-21,,,,,22.38178062438965,,,,22.430905818487297,,,,22.35230438352744,,,,22.430905818487297,,,,700.0
2024-02-22,,,,,22.362131118774414,,,,22.362131118774414,,,,22.362131118774414,,,,22.362131118774414,,,,700.0
2024-02-23,,,,,22.362131118774414,,,,22.362131118774414,,,,22.362131118774414,,,,22.362131118774414,,,,100.0
2024-02-26,,,,,22.208858489990234,,,,22.208858489990234,,,,22.208858489990234,,,,22.208858489990234,,,,100.0
2024-02-27,,,,,22.42992401123047,,,,22.42992401123047,,,,22.371955382228077,,,,22.371955382228077,,,,200.0
2024-02-28,,,,,22.224578857421875,,,,22.243245832423447,,,,22.224578857421875,,,,22.243245832423447,,,,300.0
2024-02-29,,,,,22.560598373413086,,,,22.560598373413086,,,,22.560598373413086,,,,22.560598373413086,,,,100.0
2024-03-01,,,,,22.841598510742188,,,,22.841598510742188,,,,22.841598510742188,,,,22.841598510742188,,,,200.0
2024-03-04,,,,,22.50950813293457,,,,22.627411226984055,,,,22.50950813293457,,,,22.627411226984055,,,,900.0
2024-03-05,,,,,22.254053115844727,,,,22.3228291402574,,,,22.254053115844727,,,,22.3228291402574,,,,3800.0
2024-03-06,,,,,22.514421463012695,,,,22.63723632534899,,,,22.514421463012695,,,,22.63723632534899,,,,500.0
2024-03-07,,,,,22.80033302307129,,,,22.80033302307129,,,,22.80033302307129,,,,22.80033302307129,,,,100.0
2024-03-08,,,,,22.627410888671875,,,,22.627410888671875,,,,22.60776006095642,,,,22.60776006095642,,,,200.0
2024-03-11,,,,,23.04399871826172,,,,23.04399871826172,,,,23.04399871826172,,,,23.04399871826172,,,,100.0
2024-03-12,,,,,23.295522689819336,,,,23.354475174293977,,,,23.23657207935081,,,,23.354475174293977,,,,700.0
2024-03-13,,,,,23.336790084838867,,,,23.336790084838867,,,,23.336790084838867,,,,23.336790084838867,,,,100.0
2024-03-14,,,,,23.120634078979492,,,,23.120634078979492,,,,23.120634078979492,,,,23.120634078979492,,,,100.0
2024-03-15,,,,,23.246397018432617,,,,23.246397018432617,,,,23.246397018432617,,,,23.246397018432617,,,,800.0
2024-03-18,,,,,23.57652473449707,,,,23.580454525402367,,,,23.57652473449707,,,,23.580454525402367,,,,200.0
2024-03-19,,,,,23.57652473449707,,,,23.57652473449707,,,,23.57652473449707,,,,23.57652473449707,,,,100.0
2024-03-20,,,,,23.894859313964844,,,,23.894859313964844,,,,23.894859313964844,,,,23.894859313964844,,,,1000.0
2024-03-21,,,,,23.776958465576172,,,,23.776958465576172,,,,23.776958465576172,,,,23.776958465576172,,,,700.0
2024-03-22,,,,,23.541152954101562,,,,23.767133735037966,,,,23.541152954101562,,,,23.767133735037966,,,,600.0
2024-03-25,,,,,23.500869750976562,,,,23.500869750976562,,,,23.500869750976562,,,,23.500869750976562,,,,100.0
2024-03-26,,,,,23.508729934692383,,,,23.508729934692383,,,,23.508729934692383,,,,23.508729934692383,,,,100.0
2024-03-27,,,,,23.59027862548828,,,,23.59027862548828,,,,23.44290116771593,,,,23.44290116771593,,,,1100.0
2024-03-28,,,,,23.5598201751709,,,,23.5598201751709,,,,23.5598201751709,,,,23.5598201751709,,,,100.0
2024-04-01,,,,,23.693443298339844,,,,23.693443298339844,,,,23.693443298339844,,,,23.693443298339844,,,,100.0
2024-04-02,,,,,23.806432723999023,,,,23.806432723999023,,,,23.806432723999023,,,,23.806432723999023,,,,100.0
2024-04-03,,,,,23.82608413696289,,,,23.82608413696289,,,,23.82608413696289,,,,23.82608413696289,,,,400.0
2024-04-04,,,,,23.69835662841797,,,,23.69835662841797,,,,23.69835662841797,,,,23.69835662841797,,,,100.0
2024-04-05,,,,,23.66396713256836,,,,23.66396713256836,,,,23.66396713256836,,,,23.66396713256836,,,,100.0
2024-04-08,,,,,23.91451072692871,,,,23.91451072692871,,,,23.91451072692871,,,,23.91451072692871,,,,2100.0
2024-04-09,,,,,24.258392333984375,,,,24.258392333984375,,,,24.258392333984375,,,,24.258392333984375,,,,400.0
2024-04-10,,,,,23.659055709838867,,,,23.659055709838867,,,,23.659055709838867,,,,23.659055709838867,,,,100.0
2024-04-11,,,,,23.782852172851562,,,,23.782852172851562,,,,23.782852172851562,,,,23.782852172851562,,,,100.0
2024-04-12,,,,,23.361352920532227,,,,23.605016819572974,,,,23.361352920532227,,,,23.605016819572974,,,,200.0
2024-04-15,,,,,23.364299774169922,,,,23.53427399719744,,,,23.301417501056193,,,,23.53427399719744,,,,700.0
2024-04-16,,,,,22.878934860229492,,,,22.878934860229492,,,,22.878934860229492,,,,22.878934860229492,,,,100.0
2024-04-17,,,,,23.00273323059082,,,,23.00273323059082,,,,23.00273323059082,,,,23.00273323059082,,,,100.0
2024-04-18,,,,,23.068561553955078,,,,23.068561553955078,,,,23.068561553955078,,,,23.068561553955078,,,,100.0
2024-04-19,,,,,22.998804092407227,,,,22.998804092407227,,,,22.998804092407227,,,,22.998804092407227,,,,100.0
