Price,Close,High,Low,Open,Volume
Ticker,CB,CB,CB,CB,CB
Date,,,,,
1993-03-25,5.127188682556152,5.216746218854249,5.082409401952815,5.194357091006869,20047500
1993-03-26,5.149573802947998,5.216742159127555,5.104795069646258,5.1271846925240725,5826000
1993-03-29,5.0824079513549805,5.1495763406348,5.0600188298978015,5.104797585266301,2249400
1993-03-30,5.0824079513549805,5.0824079513549805,5.01523956207516,5.0600188298978015,2520900
1993-03-31,5.19435453414917,5.21674365097578,5.060017783373365,5.060017783373365,2130900
1993-04-01,5.127188682556152,5.194357091006869,5.127188682556152,5.171967450705201,1686300
1993-04-02,5.104796886444092,5.127186517290379,5.104796886444093,5.127186517290379,1596000
1993-04-05,5.037631988525391,5.082410768716363,5.037631988525391,5.082410768716363,1044300
1993-04-06,5.104796886444092,5.104796886444093,5.0600181372055895,5.0600181372055895,458100
1993-04-07,5.216745376586914,5.306303410879746,5.104798218061529,5.104798218061529,632100
1993-04-08,5.171963691711426,5.239132051344042,5.171963691711426,5.194353315740269,1555500
1993-04-12,5.127188682556152,5.194357091006869,5.104799042254484,5.171967450705201,980100
1993-04-13,5.149573802947998,5.149573802947999,5.104795069646258,5.104795069646258,4521000
1993-04-14,5.127188682556152,5.171967450705201,5.127188682556152,5.149577810403533,385200
1993-04-15,5.19435453414917,5.21674365097578,5.127186158761267,5.149575275587877,479100
1993-04-16,5.216745376586914,5.239135013273674,5.1943562523543605,5.1943562523543605,317400
1993-04-19,5.19435453414917,5.21674365097578,5.149575275587877,5.171964904868524,189900
1993-04-20,5.060019493103027,5.1943562892698845,5.060019493103027,5.1943562892698845,1680000
1993-04-21,5.0824079513549805,5.0824079513549805,5.0600188298978015,5.0600188298978015,440400
1993-04-22,5.060019493103027,5.082408617494698,5.037629856257149,5.060019493103027,390900
1993-04-23,5.0824079513549805,5.0824079513549805,5.01523956207516,5.0824079513549805,700800
1993-04-26,4.925680637359619,5.060017377356209,4.925680637359619,5.060017377356209,1038300
1993-04-27,4.948070526123047,4.948070526123047,4.925681407591942,4.925681407591942,604200
1993-04-28,4.925680637359619,4.948069752389721,4.925680637359619,4.948069752389721,815700
1993-04-29,4.925680637359619,4.970459379873817,4.925680637359619,4.948069752389721,477600
1993-04-30,5.127188682556152,5.127188682556152,4.948072585051381,4.948072585051381,1086600
1993-05-03,5.19435453414917,5.19435453414917,5.104796529480621,5.104796529480621,654600
1993-05-04,5.328691482543945,5.373470230311859,5.30630185243296,5.328691482543944,1054200
1993-05-05,5.6869215965271,5.6869215965271,5.485416494534557,5.507806121129498,1123500
1993-05-06,5.574977874755859,5.731704331209662,5.552588234561235,5.731704331209662,699600
1993-05-07,5.552588939666748,5.597368225742376,5.530199809083285,5.530199809083285,197400
1993-05-10,5.552588939666748,5.574978582704562,5.4630313924241936,5.552588939666748,288900
1993-05-11,5.574977874755859,5.574977874755859,5.530199106820896,5.530199106820896,396000
1993-05-12,5.574977874755859,5.574977874755859,5.530199106820896,5.552588234561235,428400
1993-05-13,5.395862579345703,5.552588531733118,5.395862579345703,5.552588531733118,135300
1993-05-14,5.395862579345703,5.418251708284298,5.373472937952796,5.373472937952796,402600
1993-05-17,5.351082801818848,5.395862080464539,5.306304035627422,5.395862080464539,121800
1993-05-18,5.351082801818848,5.351082801818848,5.328693674950268,5.351082801818848,91200
1993-05-19,5.4630279541015625,5.485417070593756,5.306301576386074,5.306301576386074,201600
1993-05-20,5.418246269226074,5.48541461352414,5.373467543845296,5.48541461352414,138900
1993-05-21,5.395862579345703,5.440641349677206,5.395862579345703,5.440641349677206,244500
1993-05-24,5.395862579345703,5.418251708284298,5.373472937952796,5.395862579345703,162600
1993-05-25,5.30630350112915,5.373471899877621,5.30630350112915,5.328693138196712,30300
1993-05-26,5.19435453414917,5.328691284924976,5.149575275587877,5.328691284924976,139500
1993-05-27,5.171963691711426,5.283910786947813,5.171963691711426,5.239132051344042,398400
1993-05-28,5.127188682556152,5.194357091006869,5.104799042254484,5.194357091006869,262800
1993-06-01,5.104796886444092,5.171965266528883,5.082407255597805,5.127186517290379,204000
1993-06-02,5.060019493103027,5.149577015578126,5.060019493103027,5.104798254340577,305700
1993-06-03,5.01524019241333,5.060019465864033,5.015240192413329,5.060019465864033,487800
1993-06-04,4.970462322235107,5.060020372733118,4.970462322235107,5.015241091256963,240300
1993-06-07,4.836122035980225,4.970458759201897,4.836122035980225,4.925680022279316,318600
1993-06-08,4.724178791046143,4.7913472074474885,4.724178791046143,4.7913472074474885,428700
1993-06-09,4.746567249298096,4.768956889079,4.679398842409658,4.724178121971468,1035300
1993-06-10,4.724178791046143,4.746567921543692,4.679399505142346,4.724178791046143,211200
1993-06-11,4.657007217407227,4.701785960498738,4.634617589634471,4.657007217407227,1272600
1993-06-14,4.679398059844971,4.701787695881518,4.657008936262614,4.657008936262614,33300
1993-06-15,4.634620666503906,4.74656785478009,4.567452251047328,4.701789081960484,552600
1993-06-16,4.612228870391846,4.657008134758107,4.612228870391846,4.634618502574976,379500
1993-06-17,4.612228870391846,4.657008134758107,4.612228870391846,4.634618502574976,489900
1993-06-18,4.657007217407227,4.701785960498738,4.634617589634471,4.657007217407227,551700
1993-06-21,4.791346549987793,4.791346549987793,4.612230455859282,4.679398863043905,480300
1993-06-22,4.903294086456299,4.970462498599536,4.8809044449237815,4.903294086456299,938700
1993-06-23,4.925680637359619,4.970459379873817,4.880901382391426,4.880901382391426,346200
1993-06-24,4.9886016845703125,4.9886016845703125,4.921188148292335,4.943659498493149,459300
1993-06-25,5.14589786529541,5.168368691381377,5.033541677568609,5.033541677568609,234900
1993-06-28,5.168369293212891,5.213311979266664,5.168369293212891,5.168369293212891,41400
1993-06-29,5.213314533233643,5.213314533233643,5.168371825162744,5.213314533233643,312000
1993-06-30,5.348138809204102,5.348138809204102,5.2133117847226895,5.2133117847226895,32700
1993-07-01,5.303196430206299,5.393081289811256,5.303196430206299,5.348139117170933,377700
1993-07-02,5.303196430206299,5.303196430206299,5.258254257565976,5.303196430206299,45000
1993-07-06,5.235783576965332,5.2582549232926565,5.235783576965331,5.2582549232926565,157800
1993-07-07,5.123424053192139,5.213308857145613,5.12342405319214,5.213308857145613,438000
1993-07-08,5.14589786529541,5.14589786529541,5.123426524885201,5.14589786529541,189900
1993-07-09,5.213314533233643,5.213314533233643,5.145900985451847,5.145900985451847,200400
1993-07-12,5.303196430206299,5.303196430206299,5.213312084925652,5.213312084925652,108000
1993-07-13,5.3256683349609375,5.3256683349609375,5.280726157584157,5.280726157584157,166500
1993-07-14,5.258255481719971,5.3031976648231085,5.25825548171997,5.3031976648231085,1323300
1993-07-15,5.303196430206299,5.303196430206299,5.258254257565976,5.258254257565976,41100
1993-07-16,5.258255481719971,5.3031976648231085,5.25825548171997,5.280726830433755,75300
1993-07-19,5.258255481719971,5.3031976648231085,5.25825548171997,5.3031976648231085,64200
1993-07-20,5.258255481719971,5.280726830433755,5.235784133006185,5.25825548171997,89700
1993-07-21,5.168369293212891,5.213311979266664,5.168369293212891,5.190840636239777,61800
1993-07-22,5.100958347320557,5.190843250370218,5.100958347320556,5.168371896026663,27600
1993-07-23,5.078485488891602,5.123427665392186,5.078485488891602,5.078485488891602,48600
1993-07-26,5.123424053192139,5.12342405319214,5.0335392492386655,5.078481908377399,60600
1993-07-27,5.056016445159912,5.168372194721936,5.056016445159912,5.078487800802153,52800
1993-07-28,5.078485488891602,5.078485488891602,5.011071966978546,5.011071966978546,75300
1993-07-29,5.100958347320557,5.1234297016641115,5.056016152958005,5.1234297016641115,48900
1993-07-30,5.056016445159912,5.078487800802153,5.056016445159912,5.078487800802153,3300
1993-08-02,5.033542156219482,5.100955669536369,5.033542156219482,5.056013498766541,113400
1993-08-03,5.123424053192139,5.1458953827615055,5.056010578808032,5.056010578808032,67500
1993-08-04,5.1908392906188965,5.1908392906188965,5.1009544561364875,5.123425793338131,123300
1993-08-05,5.258255481719971,5.25825548171997,5.213313298616832,5.213313298616832,21600
1993-08-06,5.48296594619751,5.505436774522665,5.303196233650515,5.303196233650515,221100
1993-08-09,5.864975929260254,5.864975929260254,5.550379690703058,5.572850519962941,508200
1993-08-10,5.7975640296936035,5.9323911001515945,5.7975640296936035,5.864977564922599,232800
1993-08-11,5.820031642913818,5.820031642913818,5.775088972066029,5.820031642913818,213600
1993-08-12,5.820031642913818,5.864973799437481,5.797560307489923,5.842502464013585,153600
1993-08-13,5.820031642913818,5.820031642913818,5.797560307489923,5.797560307489923,279000
1993-08-16,5.842504501342773,5.909918016797976,5.820033672407243,5.820033672407243,370500
1993-08-17,5.864975929260254,5.887447272844451,5.842504585676056,5.864975929260254,689700
1993-08-18,6.022276401519775,6.022276401519775,5.820035781852968,5.820035781852968,408300
1993-08-19,6.359340190887451,6.35934019088745,6.067214859542176,6.067214859542176,197100
1993-08-20,6.471696376800537,6.471696376800537,6.314398029534118,6.336869368950526,353700
1993-08-23,6.291930198669434,6.4716994565773165,6.2919301986694345,6.4716994565773165,379200
1993-08-24,6.112157821655273,6.246984836208877,6.044744314378471,6.246984836208877,1358400
1993-08-25,6.179575443267822,6.202046798762839,6.112161891107356,6.134633246602373,549600
1993-08-26,6.179575443267822,6.202046798762839,6.157104602097391,6.157104602097391,600300
1993-08-27,6.134629726409912,6.179571897286504,6.134629726409912,6.179571897286504,103200
1993-08-30,6.224513053894043,6.224513053894043,6.134628219890161,6.134628219890161,188700
1993-08-31,6.246983528137207,6.269454863965559,6.224512706632991,6.224512706632991,68400
1993-09-01,6.26945686340332,6.269456863403319,6.202043348743069,6.24698552040847,149400
1993-09-02,6.288454055786133,6.3336950788470245,6.265834061994158,6.311074567316579,280800
1993-09-03,6.265839099884033,6.288459111863058,6.24321857016612,6.24321857016612,120900
1993-09-07,6.265839099884033,6.265839099884032,6.24321857016612,6.265839099884032,172500
1993-09-08,6.220596790313721,6.288457848090738,6.220596790313721,6.220596790313721,20400
1993-09-09,6.175354957580566,6.197975477990089,6.152734437171042,6.1753549575805655,540600
1993-09-10,6.130118370056152,6.152738387249127,6.130118370056153,6.152738387249127,19800
1993-09-13,6.107494831085205,6.152735360958104,6.062254301212306,6.152735360958104,53700
1993-09-14,6.062253952026367,6.107494479293411,6.062253952026368,6.084873956790529,54300
1993-09-15,6.107494831085205,6.13011535489103,6.062254301212306,6.062254301212306,247200
1993-09-16,6.084874629974365,6.130115679985254,6.084874629974365,6.130115679985254,218700
1993-09-17,6.062253952026367,6.107494479293411,6.062253952026368,6.062253952026368,216000
1993-09-20,6.062253952026367,6.107494479293411,6.062253952026368,6.107494479293411,792900
1993-09-21,5.926532745361328,6.039634339437868,5.881291693539673,6.039634339437868,1635300
1993-09-22,5.949151992797852,6.017013044113944,5.9265319875183105,5.971772515816127,1178100
1993-09-23,6.017014026641846,6.039634553353864,5.926532955271413,5.926532955271413,1326000
1993-09-24,5.944411277770996,6.012477053778676,5.876345501763315,5.989788288675896,283800
1993-09-27,6.012474060058594,6.012474060058594,5.944408317942083,5.944408317942083,161400
1993-09-28,5.98978853225708,6.012477298282523,5.98978853225708,6.012477298282523,1001400
1993-09-29,5.98978853225708,6.012477298282523,5.98978853225708,5.98978853225708,89700
1993-09-30,6.012474060058594,6.012474060058594,5.96709655244732,5.96709655244732,20700
1993-10-01,6.012474060058594,6.012474060058594,5.96709655244732,6.012474060058594,600900
1993-10-04,6.125919342041016,6.125919342041016,6.03516480831798,6.03516480831798,161700
1993-10-05,6.080543518066406,6.125920534107705,6.057854750395398,6.125920534107705,104100
1993-10-06,6.057856559753418,6.0805453342010995,6.057856559753418,6.0805453342010995,537900
1993-10-07,5.98978853225708,6.057854311032728,5.967099766231637,6.057854311032728,170100
1993-10-08,6.0351643562316895,6.0351643562316895,5.989787352419612,5.989787352419612,277200
1993-10-11,6.012474060058594,6.03516229456383,6.012474060058594,6.012474060058594,25500
1993-10-12,6.0351643562316895,6.057853117788016,6.012476113975939,6.0351643562316895,72000
1993-10-13,5.98978853225708,6.035165545007286,5.98978853225708,6.035165545007286,224700
1993-10-14,6.012474060058594,6.03516229456383,6.012474060058594,6.03516229456383,107400
1993-10-15,6.0351643562316895,6.080541879344344,6.012476113975939,6.0351643562316895,798600
1993-10-18,6.148608207702637,6.148608207702638,6.080542436101872,6.080542436101872,172200
1993-10-19,6.26204776763916,6.352802256212311,6.17129327906601,6.17129327906601,274800
1993-10-20,6.23936128616333,6.3074270475371135,6.216673045239101,6.284738806612884,283500
1993-10-21,6.193978786468506,6.23935574733528,6.148601825601733,6.23935574733528,36000
1993-10-22,6.125919342041016,6.171296349252224,6.125919342041016,6.148608105296929,21000
1993-10-25,6.080543518066406,6.1486093017787145,6.080543518066406,6.1486093017787145,69900
1993-10-26,5.944411277770996,6.080542829786357,5.921722512668216,6.080542829786357,223800
1993-10-27,5.967097759246826,5.967097759246826,5.921720761758805,5.967097759246826,94800
1993-10-28,5.944411277770996,5.989788288675896,5.944411277770996,5.944411277770996,105600
1993-10-29,5.899033546447754,5.899033546447754,5.899033546447754,5.899033546447754,445200
1993-11-01,5.921721458435059,5.921721458435059,5.853655694545,5.899032697371516,474000
1993-11-02,5.830966472625732,5.944409749676781,5.808278232655943,5.944409749676781,351600
1993-11-03,5.7402143478393555,5.830968375943068,5.7175255811630805,5.830968375943068,524700
1993-11-04,5.626772880554199,5.717527457745689,5.581395851608887,5.717527457745689,137100
1993-11-05,5.467950820922852,5.5813936073210275,5.30913050452488,5.5813936073210275,255900
1993-11-08,5.513327121734619,5.513327121734619,5.490638359656091,5.490638359656091,37800
1993-11-09,5.467950820922852,5.55870484232113,5.467950820922852,5.536016596621889,189000
1993-11-10,5.513327121734619,5.536015883813148,5.467950116878153,5.490638359656091,118800
1993-11-11,5.717524528503418,5.717524528503418,5.513327223914009,5.513327223914009,146400
1993-11-12,5.7402143478393555,5.740214347839356,5.7175255811630805,5.7175255811630805,155400
1993-11-15,5.672148704528809,5.717525719680002,5.649459937302859,5.717525719680002,174300
1993-11-16,5.558707237243652,5.604084786793986,5.490641432219032,5.581396012018819,1303200
1993-11-17,5.490638732910156,5.513327496531069,5.445261724968957,5.46795048858987,614700
1993-11-18,5.4452643394470215,5.490641369175455,5.4452643394470215,5.490641369175455,554700
1993-11-19,5.4452643394470215,5.4452643394470215,5.399887309718587,5.4452643394470215,150300
1993-11-22,5.377198219299316,5.445264019543612,5.377198219299316,5.445264019543612,73800
1993-11-23,5.399884223937988,5.399884223937989,5.331818458591294,5.377195462388898,317100
1993-11-24,5.309129238128662,5.354506238003943,5.286440478540755,5.354506238003943,193200
1993-11-26,5.286441326141357,5.331818852592769,5.286441326141357,5.331818852592769,16800
1993-11-29,5.309129238128662,5.37719499759185,5.309129238128662,5.309129238128662,71700
1993-11-30,5.286441326141357,5.286441326141357,5.263753082216269,5.263753082216269,243000
1993-12-01,5.331819534301758,5.331819534301758,5.286442002048523,5.286442002048523,222600
1993-12-02,5.377198219299316,5.445264019543612,5.331821192236735,5.331821192236735,234300
1993-12-03,5.399884223937988,5.399884223937989,5.354506700839807,5.377195462388898,176400
1993-12-06,5.377198219299316,5.39988699248103,5.3545094461176035,5.39988699248103,44100
1993-12-07,5.399884223937988,5.422572466186502,5.354506700839807,5.377195462388898,126000
1993-12-08,5.490638732910156,5.490638732910157,5.399884717027757,5.399884717027757,119100
1993-12-09,5.422570705413818,5.490636448658763,5.399882470532442,5.490636448658763,384000
1993-12-10,5.3545050621032715,5.422570806618569,5.331816826798451,5.422570806618569,75900
1993-12-13,5.3545050621032715,5.3545050621032715,5.309128072193213,5.309128072193213,130200
1993-12-14,5.309129238128662,5.37719499759185,5.309129238128662,5.354506238003943,63000
1993-12-15,5.263753414154053,5.309130424166369,5.24106464949757,5.309130424166369,319200
1993-12-16,5.1503095626831055,5.2637528546056,5.1503095626831055,5.2637528546056,326400
1993-12-17,5.195687294006348,5.2183755378535635,5.127621523863473,5.195687294006348,564600
1993-12-20,5.127622604370117,5.195688388856,5.127622604370117,5.195688388856,176100
1993-12-21,5.127622604370117,5.172999620927132,5.104933836441249,5.172999620927132,173400
1993-12-22,5.172998428344727,5.2183754344405315,5.104932659550717,5.104932659550717,33600
1993-12-23,5.2183756828308105,5.241064446608981,5.150309910796927,5.172998674575098,123000
1993-12-27,5.350430488586426,5.373197929751509,5.213823757142631,5.213823757142631,70500
1993-12-28,5.487034797668457,5.487034797668458,5.327660174305384,5.350428126532422,44100
