Price,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AIFER,AHLT,AHR,AIEQ,AIFER,AHLT,AHR,AIEQ,AIFER,AHLT,AHR,AIEQ,AIFER,AHLT,AHR,AIEQ,AIFER,AHLT,AHR,AIEQ,AIFER
Date,,,,,,,,,,,,,,,,,,,,,
2017-10-18,,,,21.902437210083008,,,,21.92674420886905,,,,21.763539601079884,,,,21.85903232819082,,,,149500,
2017-10-19,,,,21.950185775756836,,,,22.1368297670402,,,,21.711455589819362,,,,22.1368297670402,,,,198400,
2017-10-20,,,,22.04133415222168,,,,22.23231960066526,,,,22.006610578916522,,,,22.23231960066526,,,,592700,
2017-10-23,,,,21.85035514831543,,,,22.562205942876794,,,,21.798268949047394,,,,22.544843324523974,,,,1762100,
2017-10-24,,,,21.86771583557129,,,,21.94584595546903,,,,21.859902161265406,,,,21.893758105010352,,,,546200,
2017-10-25,,,,21.624643325805664,,,,21.9111198690172,,,,21.4423408236666,,,,21.87639629251985,,,,440000,
2017-10-26,,,,21.676729202270508,,,,21.746178010042442,,,,21.624643010389107,,,,21.73749835788736,,,,429500,
2017-10-27,,,,21.70277976989746,,,,21.772228598929505,,,,21.511795904007013,,,,21.772228598929505,,,,280400,
2017-10-30,,,,21.503110885620117,,,,21.720138645896967,,,,21.46057363005438,,,,21.720138645896967,,,,377700,
2017-10-31,,,,21.624643325805664,,,,21.676729518446795,,,,21.50310832437962,,,,21.55519451702075,,,,179900,
2017-11-01,,,,21.57255744934082,,,,21.832990072153695,,,,21.485746023139786,,,,21.754859954151783,,,,270200,
2017-11-02,,,,21.42498016357422,,,,21.581240411554024,,,,21.372893966177738,,,,21.581240411554024,,,,104700,
2017-11-03,,,,21.355527877807617,,,,21.45970025567077,,,,21.26871645906159,,,,21.45970025567077,,,,132900,
2017-11-06,,,,21.459707260131836,,,,21.477069880706228,,,,21.31212829683076,,,,21.31212829683076,,,,199100,
2017-11-07,,,,21.225311279296875,,,,21.494425183416517,,,,21.155862476434063,,,,21.494425183416517,,,,381200,
2017-11-08,,,,21.32080841064453,,,,21.355533649844617,,,,21.112461942815624,,,,21.173229455625236,,,,150300,
2017-11-09,,,,21.286081314086914,,,,21.320804891765533,,,,21.093360573389308,,,,21.320804891765533,,,,211700,
2017-11-10,,,,21.190587997436523,,,,21.29476203919962,,,,21.18190668930708,,,,21.18190668930708,,,,53600,
2017-11-13,,,,21.181909561157227,,,,21.181909561157227,,,,20.990925723786486,,,,21.08641847036708,,,,113600,
2017-11-14,,,,21.12982177734375,,,,21.155865703311026,,,,21.017835710528004,,,,21.086416889855276,,,,158300,
2017-11-15,,,,21.077733993530273,,,,21.116799051643472,,,,20.86070626085476,,,,20.93883637708116,,,,53200,
2017-11-16,,,,21.294767379760742,,,,21.35466726182317,,,,21.0864208997731,,,,21.0864208997731,,,,79700,
2017-11-17,,,,21.459707260131836,,,,21.485751190993426,,,,21.29216277338178,,,,21.31212829683076,,,,46100,
2017-11-20,,,,21.615962982177734,,,,21.642006907555412,,,,21.477065358410687,,,,21.537832861834985,,,,81700,
2017-11-21,,,,21.763538360595703,,,,21.789582281720623,,,,21.70277086709424,,,,21.7374960952608,,,,112200,
2017-11-22,,,,21.73750114440918,,,,21.87639877775828,,,,21.720138526292942,,,,21.832992232467685,,,,78100,
2017-11-24,,,,21.780906677246094,,,,21.832992877342864,,,,21.72013916783479,,,,21.763544058617022,,,,46800,
2017-11-27,,,,21.74617576599121,,,,21.83298718069535,,,,21.702770886534147,,,,21.789582301238287,,,,51500,
2017-11-28,,,,22.050025939941406,,,,22.05697198253596,,,,21.71146307429334,,,,21.72882569709346,,,,93400,
2017-11-29,,,,22.11078453063965,,,,22.267044761125963,,,,22.06303982091565,,,,22.11078453063965,,,,167100,
2017-11-30,,,,22.18023681640625,,,,22.345178380652122,,,,22.13683192592649,,,,22.13683192592649,,,,134200,
2017-12-01,,,,22.136831283569336,,,,22.22711491024301,,,,21.615964333974333,,,,22.223642717800235,,,,214000,
2017-12-04,,,,22.18891716003418,,,,22.510118965293696,,,,22.180235851157935,,,,22.3625400259783,,,,106500,
2017-12-05,,,,21.980567932128906,,,,22.211486082794885,,,,21.980567932128906,,,,22.188914351415654,,,,92300,
2017-12-06,,,,21.91111946105957,,,,22.019633326252492,,,,21.902438153149316,,,,21.980568268551433,,,,93200,
2017-12-07,,,,22.04133415222168,,,,22.102101647348253,,,,21.881601741121806,,,,21.980566657095107,,,,127200,
2017-12-08,,,,22.171554565429688,,,,22.20627814258736,,,,22.084743138850143,,,,22.136829332481774,,,,99900,
2017-12-11,,,,22.223642349243164,,,,22.274860912453043,,,,22.20627973152685,,,,22.223642349243164,,,,126400,
2017-12-12,,,,22.30177116394043,,,,22.38858259163534,,,,22.293089855591912,,,,22.310452472288947,,,,126700,
2017-12-13,,,,22.241003036499023,,,,22.39726161501195,,,,22.232321728394382,,,,22.39726161501195,,,,96800,
2017-12-14,,,,22.023975372314453,,,,22.292221667189626,,,,21.99966671606889,,,,22.275726685000517,,,,135000,
2017-12-15,,,,22.30177116394043,,,,22.344308415794984,,,,22.06824843999902,,,,22.180234502851448,,,,55500,
2017-12-18,,,,22.553524017333984,,,,22.5708866352123,,,,22.414626385888216,,,,22.458032930584004,,,,65700,
2017-12-19,,,,22.510116577148438,,,,22.649014192851652,,,,22.501435269193212,,,,22.622970268985977,,,,93400,
2017-12-20,,,,22.510116577148438,,,,22.57088407704482,,,,22.458030385207277,,,,22.57088407704482,,,,62700,
2017-12-21,,,,22.675058364868164,,,,22.744507173479803,,,,22.51011682349419,,,,22.51011682349419,,,,91800,
2017-12-22,,,,22.657695770263672,,,,22.744507195058134,,,,22.57088434546921,,,,22.744507195058134,,,,60500,
2017-12-26,,,,22.615962982177734,,,,22.71160964537789,,,,22.589877076270618,,,,22.71160964537789,,,,81500,
2017-12-27,,,,22.642045974731445,,,,22.7116067230741,,,,22.607264771330588,,,,22.7116067230741,,,,62800,
2017-12-28,,,,22.67682647705078,,,,22.702912380702728,,,,22.62465632820602,,,,22.650740573398835,,,,60100,
2017-12-29,,,,22.511613845825195,,,,22.75507724802403,,,,22.502918546626088,,,,22.75507724802403,,,,66700,
2018-01-02,,,,22.650737762451172,,,,22.69421426314233,,,,22.52031157729554,,,,22.607262920218936,,,,70000,
2018-01-03,,,,22.815946578979492,,,,22.82464187966302,,,,22.694215686328178,,,,22.728995230603257,,,,99400,
2018-01-04,,,,23.068103790283203,,,,23.1115786323524,,,,22.868115204771698,,,,22.946371247263393,,,,138500,
2018-01-05,,,,23.250703811645508,,,,23.250703811645508,,,,23.091582945500345,,,,23.15505715374438,,,,147100,
2018-01-08,,,,23.288959503173828,,,,23.372431400385675,,,,23.172444469921597,,,,23.31156595706695,,,,156200,
2018-01-09,,,,23.398515701293945,,,,23.46807644011047,,,,23.31156436315859,,,,23.337650262136844,,,,130100,
2018-01-10,,,,23.38113021850586,,,,23.46721254305046,,,,23.30287416290502,,,,23.355045972278376,,,,92100,
