Price,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,APCXW,APCXW,APED,APCXW,APED,APCXW,APED,APCXW,APED,APCXW,APED
Date,,,,,,,,,,,
2025-03-06,,,19.049999237060547,,20.229999542236328,,18.670000076293945,,18.850000381469727,,1700
2025-03-07,,,18.106000900268555,,18.106000900268555,,18.106000900268555,,18.106000900268555,,500
2025-03-10,,,11.812000274658203,,14.350000381469727,,11.590999603271484,,14.09000015258789,,2600
2025-03-11,,,13.77400016784668,,13.77400016784668,,12.520000457763672,,12.520000457763672,,900
2025-03-12,,,13.86299991607666,,13.86299991607666,,13.0,,13.59000015258789,,3200
2025-03-13,,,12.86400032043457,,13.859999656677246,,12.86400032043457,,13.859999656677246,,400
2025-03-14,,,14.958000183105469,,14.958000183105469,,14.958000183105469,,14.958000183105469,,2100
2025-03-17,,,15.248000144958496,,15.619999885559082,,14.149999618530273,,14.149999618530273,,1800
2025-03-18,,,14.029000282287598,,14.220000267028809,,14.029000282287598,,14.220000267028809,,400
2025-03-19,,,15.6850004196167,,15.779999732971191,,15.670000076293945,,15.670000076293945,,3000
2025-03-20,,,15.60099983215332,,16.107999801635742,,15.010000228881836,,16.107999801635742,,2500
2025-03-21,,,15.628999710083008,,15.628999710083008,,15.100000381469727,,15.100000381469727,,1300
