Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,EURL,EUSA,EUSC,EVBN,EVC,EVF,EVG,EVGN,EURL,EUSA,EUSC,EVBN,EVC,EVF,EVG,EVGN,EURL,EUSA,EUSC,EVBN,EVC,EVF,EVG,EVGN,EURL,EUSA,EUSC,EVBN,EVC,EVF,EVG,EVGN,EURL,EUSA,EUSC,EVBN,EVC,EVF,EVG,EVGN
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-28,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,1.4011693000793457,,,,,,,,1.4011693000793457,,,,,,,,595300,,
1998-10-29,,,,,,1.4099277257919312,,,,,,,,1.409927725791931,,,,,,,,1.4011704107249003,,,,,,,,1.4011704107249003,,,,,,,,55800,,
1998-10-30,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,43200,,
1998-11-02,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,1.4011693000793457,,,,,,,,1.4011693000793457,,,,,,,,85400,,
1998-11-03,,,,,,1.4099277257919312,,,,,,,,1.409927725791931,,,,,,,,1.4011704107249003,,,,,,,,1.4011704107249003,,,,,,,,111400,,
1998-11-04,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,97500,,
1998-11-05,,,,,,1.4099277257919312,,,,,,,,1.409927725791931,,,,,,,,1.4011704107249003,,,,,,,,1.4011704107249003,,,,,,,,90900,,
1998-11-06,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,1.4011693000793457,,,,,,,,1.4011693000793457,,,,,,,,95900,,
1998-11-09,,,,,,1.4099277257919312,,,,,,,,1.4186850408589617,,,,,,,,1.4011704107249003,,,,,,,,1.409927725791931,,,,,,,,73300,,
1998-11-10,,,,,,1.4011693000793457,,,,,,,,1.4186839163303375,,,,,,,,1.4011693000793457,,,,,,,,1.4099266082048416,,,,,,,,51400,,
1998-11-11,,,,,,1.4099277257919312,,,,,,,,1.4186850408589617,,,,,,,,1.4011704107249003,,,,,,,,1.409927725791931,,,,,,,,100400,,
1998-11-12,,,,,,1.4099277257919312,,,,,,,,1.409927725791931,,,,,,,,1.4011704107249003,,,,,,,,1.409927725791931,,,,,,,,39300,,
