Price,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,BCGWW,ALFUU,BCGWW,ALFUU,BCGWW,ALFUU,BCGWW,ALFUU,BCGWW,ALFUU,BCGWW
Date,,,,,,,,,,,
2024-06-11,,10.029999732971191,,10.0600004196167,,10.010000228881836,,10.050000190734863,,30954848,
2024-06-12,,10.010000228881836,,10.029999732971191,,9.989999771118164,,10.029999732971191,,3789434,
2024-06-13,,10.020000457763672,,10.020000457763672,,10.010000228881836,,10.020000457763672,,158341,
2024-06-14,,10.020000457763672,,10.039999961853027,,10.010000228881836,,10.039999961853027,,104501,
2024-06-17,,10.010000228881836,,10.020000457763672,,10.0,,10.010000228881836,,305779,
2024-06-18,,10.0,,10.020000457763672,,10.0,,10.0,,397126,
2024-06-20,,10.010000228881836,,10.020000457763672,,9.989999771118164,,10.010000228881836,,156012,
2024-06-21,,10.0,,10.0,,9.989999771118164,,10.0,,106849,
2024-06-24,,10.0,,10.010000228881836,,10.0,,10.0,,343160,
2024-06-25,,10.0,,10.0,,9.989999771118164,,10.0,,114789,
2024-06-26,,10.0,,10.0,,9.989999771118164,,10.0,,112771,
2024-06-27,,9.994999885559082,,10.0,,9.994999885559082,,10.0,,94688,
2024-06-28,,9.989999771118164,,9.989999771118164,,9.970999717712402,,9.989999771118164,,58380,
2024-07-01,,9.979999542236328,,10.0,,9.979999542236328,,10.0,,392340,
2024-07-02,,9.979999542236328,,9.979999542236328,,9.979999542236328,,9.979999542236328,,6713,
2024-07-03,,9.979999542236328,,9.979999542236328,,9.976799964904785,,9.979999542236328,,9158,
2024-07-05,,9.979999542236328,,9.979999542236328,,9.979999542236328,,9.979999542236328,,2144,
2024-07-08,,9.984999656677246,,9.989999771118164,,9.979900360107422,,9.979999542236328,,691962,
2024-07-09,,9.979999542236328,,10.0,,9.979999542236328,,9.989999771118164,,846876,
2024-07-10,,9.989999771118164,,9.989999771118164,,9.979999542236328,,9.989999771118164,,87255,
2024-07-11,,9.989999771118164,,10.0,,9.989999771118164,,9.989999771118164,,655645,
2024-07-12,,10.0,,10.010000228881836,,10.0,,10.0,,1196347,
2024-07-15,,10.005000114440918,,10.010000228881836,,10.0,,10.0,,41267,
2024-07-16,,10.020000457763672,,10.020000457763672,,10.010000228881836,,10.010000228881836,,385105,
2024-07-17,,10.029999732971191,,10.039999961853027,,10.020000457763672,,10.020000457763672,,500157,
2024-07-18,,10.029999732971191,,10.029999732971191,,10.020000457763672,,10.020000457763672,,40009,
2024-07-19,,10.039999961853027,,10.039999961853027,,10.029999732971191,,10.03499984741211,,24462,
2024-07-22,,10.039999961853027,,10.039999961853027,,10.029999732971191,,10.039999961853027,,212688,
2024-07-23,,10.029999732971191,,10.050000190734863,,10.029999732971191,,10.050000190734863,,2681,
2024-07-24,,10.050000190734863,,10.050000190734863,,10.050000190734863,,10.050000190734863,,1232,
2024-07-25,,10.039999961853027,,10.050000190734863,,10.020000457763672,,10.050000190734863,,7112,
2024-07-26,,10.050000190734863,,10.050000190734863,,10.022600173950195,,10.050000190734863,,4969,
2024-07-29,,10.039999961853027,,10.050000190734863,,10.039999961853027,,10.050000190734863,,3450,
2024-07-30,,10.069999694824219,,10.069999694824219,,10.020000457763672,,10.020000457763672,,2748,
2024-07-31,,10.050000190734863,,10.050000190734863,,10.039999961853027,,10.039999961853027,,2648,
2024-08-01,,10.050000190734863,,10.050000190734863,,10.050000190734863,,10.050000190734863,,496,
2024-08-02,,10.050000190734863,,10.0600004196167,,10.035699844360352,,10.035699844360352,,7659,
2024-08-05,,10.029999732971191,,10.029999732971191,,10.020000457763672,,10.020000457763672,,1266,
2024-08-06,,10.029999732971191,,10.029999732971191,,10.029999732971191,,10.029999732971191,,645,
2024-08-07,,10.029999732971191,,10.029999732971191,,10.020000457763672,,10.020000457763672,,18685,
2024-08-08,,10.069999694824219,,10.069999694824219,,10.069999694824219,,10.069999694824219,,1561,
2024-08-09,,10.010000228881836,,10.010000228881836,,10.010000228881836,,10.010000228881836,,236,
2024-08-12,,10.010000228881836,,10.010000228881836,,10.010000228881836,,10.010000228881836,,715,
2024-08-13,,10.010000228881836,,10.050000190734863,,10.010000228881836,,10.050000190734863,,3237,
2024-08-14,,10.010000228881836,,10.010000228881836,,10.010000228881836,,10.010000228881836,,0,
2024-08-15,,10.010000228881836,,10.02340030670166,,10.010000228881836,,10.010000228881836,,2087,
2024-08-16,,10.048500061035156,,10.050000190734863,,10.03320026397705,,10.03320026397705,,3812,
2024-08-19,,10.039999961853027,,10.039999961853027,,10.010000228881836,,10.010000228881836,,2349,
2024-08-20,,10.029999732971191,,10.029999732971191,,10.029999732971191,,10.029999732971191,,558,
2024-08-21,,10.029999732971191,,10.037199974060059,,10.029999732971191,,10.037199974060059,,700,
2024-08-22,,10.029999732971191,,10.029999732971191,,10.029999732971191,,10.029999732971191,,201,
2024-08-23,,10.029999732971191,,10.039999961853027,,10.029999732971191,,10.039999961853027,,3869,
2024-08-26,,10.029999732971191,,10.029999732971191,,10.029999732971191,,10.029999732971191,,267,
2024-08-27,,10.029999732971191,,10.039999961853027,,10.020000457763672,,10.039999961853027,,488280,
2024-08-28,,10.0600004196167,,10.0600004196167,,10.020000457763672,,10.020000457763672,,6074,
2024-08-29,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-08-30,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,693,
2024-09-03,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-09-04,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-09-05,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-09-06,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-09-09,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-09-10,,10.029999732971191,,10.029999732971191,,10.029999732971191,,10.029999732971191,,777,
2024-09-11,,10.020000457763672,,10.029999732971191,,10.020000457763672,,10.029999732971191,,1310,
2024-09-12,,10.0,,10.020000457763672,,10.0,,10.010000228881836,,42920,
2024-09-13,,10.0,,10.0,,10.0,,10.0,,237,
2024-09-16,,10.0,,10.0,,10.0,,10.0,,313,
2024-09-17,,10.0,,10.020000457763672,,10.0,,10.020000457763672,,277,
2024-09-18,,10.020000457763672,,10.020000457763672,,10.020000457763672,,10.020000457763672,,635,
2024-09-19,,10.020000457763672,,10.020000457763672,,10.020000457763672,,10.020000457763672,,0,
2024-09-20,,10.010000228881836,,10.010000228881836,,10.010000228881836,,10.010000228881836,,116,
2024-09-23,,10.010000228881836,,10.010000228881836,,10.010000228881836,,10.010000228881836,,0,
2024-09-24,,10.039999961853027,,10.039999961853027,,10.039999961853027,,10.039999961853027,,1393,
2024-09-25,,10.050000190734863,,10.050000190734863,,10.050000190734863,,10.050000190734863,,1298,
2024-09-26,,10.050000190734863,,10.050000190734863,,10.050000190734863,,10.050000190734863,,0,
2024-09-27,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,100,
2024-09-30,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,1070,
2024-10-01,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-02,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-03,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-04,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-07,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-08,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,100000,
2024-10-09,,10.050000190734863,,10.050000190734863,,10.050000190734863,,10.050000190734863,,848,
2024-10-10,,10.0,,10.039999961853027,,10.0,,10.039999961853027,,5239,
2024-10-11,,10.0,,10.0,,10.0,,10.0,,4552,
2024-10-14,,10.039999961853027,,10.039999961853027,,10.039999961853027,,10.039999961853027,,1043,
2024-10-15,,10.045499801635742,,10.045499801635742,,10.039999961853027,,10.039999961853027,,2283,
2024-10-16,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,1015,
2024-10-17,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-18,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-21,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,530,
2024-10-22,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-23,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,158,
2024-10-24,,10.0600004196167,,10.0600004196167,,10.0600004196167,,10.0600004196167,,0,
2024-10-25,,10.069999694824219,,10.069999694824219,,10.0649995803833,,10.069999694824219,,1603,
2024-10-28,,10.074999809265137,,10.09000015258789,,10.074999809265137,,10.079999923706055,,1081,
2024-10-29,,10.119999885559082,,10.119999885559082,,10.069999694824219,,10.069999694824219,,5372,
2024-10-30,,10.079999923706055,,10.100000381469727,,10.079999923706055,,10.100000381469727,,1340,
2024-10-31,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-01,,10.079999923706055,,10.09000015258789,,10.079999923706055,,10.09000015258789,,1766,
2024-11-04,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-05,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-06,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-07,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-08,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-11,,10.079999923706055,,10.079999923706055,,10.079999923706055,,10.079999923706055,,0,
2024-11-12,,10.29419994354248,,11.100000381469727,,10.079999923706055,,10.079999923706055,,8356,
2024-11-13,,10.079999923706055,,10.164999961853027,,10.079999923706055,,10.164999961853027,,1385,
2024-11-14,,10.270000457763672,,10.270000457763672,,10.109999656677246,,10.109999656677246,,4705,
2024-11-15,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-18,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-19,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-20,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-21,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-22,,10.270000457763672,,10.270000457763672,,10.270000457763672,,10.270000457763672,,0,
2024-11-25,,10.109999656677246,,10.289999961853027,,10.109999656677246,,10.119999885559082,,11264,
2024-11-26,,10.109999656677246,,10.109999656677246,,10.109999656677246,,10.109999656677246,,156,
2024-11-27,,10.130000114440918,,10.130000114440918,,10.109999656677246,,10.109999656677246,,384,
2024-11-29,,10.109999656677246,,10.109999656677246,,10.109999656677246,,10.109999656677246,,569,
2024-12-02,,10.109999656677246,,10.109999656677246,,10.109999656677246,,10.109999656677246,,0,
2024-12-03,,10.119999885559082,,10.120100021362305,,10.119999885559082,,10.119999885559082,,1556,
2024-12-04,,10.130000114440918,,10.149999618530273,,10.130000114440918,,10.143799781799316,,2541,
2024-12-05,,10.154999732971191,,10.154999732971191,,10.140000343322754,,10.149999618530273,,2997,
2024-12-06,,10.154999732971191,,10.154999732971191,,10.154999732971191,,10.154999732971191,,0,
2024-12-09,,10.15999984741211,,10.15999984741211,,10.130000114440918,,10.130000114440918,,1368,
2024-12-10,,10.15999984741211,,10.15999984741211,,10.15999984741211,,10.15999984741211,,0,
2024-12-11,,10.229999542236328,,10.229999542236328,,10.130000114440918,,10.170000076293945,,6763,
