Price,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,APCXW,APCB,APCXW,APED,APCB,APCXW,APED,APCB,APCXW,APED,APCB,APCXW,APED,APCB,APCXW,APED
Date,,,,,,,,,,,,,,,,
2023-05-03,,28.04049301147461,,,28.04049301147461,,,28.04049301147461,,,28.04049301147461,,,100,,
2023-05-04,,27.964218139648438,,,28.015375315911932,,,27.964218139648438,,,28.014443927455197,,,300,,
2023-05-05,,27.8712100982666,,,27.8851614127371,,,27.8572587837961,,,27.8851614127371,,,3086500,,
2023-05-08,,27.75959014892578,,,27.80144586021177,,,27.75959014892578,,,27.79679601410146,,,1200,,
2023-05-09,,27.731687545776367,,,27.763312176385735,,,27.731687545776367,,,27.763312176385735,,,3500,,
2023-05-10,,27.858184814453125,,,27.875856358904123,,,27.754940842876962,,,27.820049334127997,,,13000,,
2023-05-11,,27.948408126831055,,,27.985612220040515,,,27.948408126831055,,,27.981891988126907,,,4100,,
2023-05-12,,27.820981979370117,,,27.90841364487107,,,27.820981979370117,,,27.90841364487107,,,600,,
2023-05-15,,27.74657440185547,,,27.754946255537533,,,27.74657440185547,,,27.75215563764351,,,2300,,
2023-05-16,,27.65727996826172,,,27.680532748978017,,,27.643326880573177,,,27.680532748978017,,,3000,,
2023-05-17,,27.6461181640625,,,27.6740225660383,,,27.633096464621822,,,27.6740225660383,,,3600,,
2023-05-18,,27.541011810302734,,,27.578215901283574,,,27.541011810302734,,,27.578215901283574,,,4200,,
2023-05-19,,27.48799705505371,,,27.624726674683743,,,27.44335072105507,,,27.44335072105507,,,100800,,
2023-05-22,,27.452651977539062,,,27.475906532953413,,,27.452651977539062,,,27.474045529853804,,,3700,,
2023-05-23,,27.47496795654297,,,27.480549190308167,,,27.450785567015505,,,27.457296415050557,,,2200,,
2023-05-24,,27.419170379638672,,,27.475908802945554,,,27.40707829367595,,,27.458235481296402,,,11400,,
2023-05-25,,27.307552337646484,,,27.382893691126366,,,27.30290249099793,,,27.373592223755757,,,8900,,
2023-05-26,,27.332666397094727,,,27.332666397094727,,,27.289881066018324,,,27.289881066018324,,,4700,,
2023-05-30,,27.501014709472656,,,27.501014709472656,,,27.382889816136295,,,27.452648150434012,,,17200,,
2023-05-31,,27.621936798095703,,,27.621936798095703,,,27.52241304548567,,,27.52241304548567,,,4600,,
2023-06-01,,27.673095703125,,,27.68053616809564,,,27.670305085242596,,,27.670305085242596,,,1100,,
2023-06-02,,27.559614181518555,,,27.60426051191886,,,27.550314488919078,,,27.600540280064394,,,3200,,
2023-06-05,,27.540081024169922,,,27.55031387913492,,,27.42009512267066,,,27.55031387913492,,,12700,,
2023-06-06,,27.573564529418945,,,27.573564529418945,,,27.526127586321813,,,27.526127586321813,,,1700,,
2023-06-07,,27.446138381958008,,,27.457300851291908,,,27.429396452030478,,,27.44241815020448,,,2900,,
2023-06-08,,27.563335418701172,,,27.563335418701172,,,27.53171078771019,,,27.541012254123615,,,1200,,
2023-06-09,,27.514041900634766,,,27.541016689800173,,,27.514041900634766,,,27.52241375397719,,,4000,,
2023-06-12,,27.553102493286133,,,27.553102493286133,,,27.487064388215124,,,27.487064388215124,,,300,,
2023-06-13,,27.443347930908203,,,27.513108042447804,,,27.443347930908203,,,27.50380657597097,,,8500,,
2023-06-14,,27.46474266052246,,,27.503807756958594,,,27.46474266052246,,,27.49078605814655,,,4000,,
