Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BGFV,BGH,BGRN,BGS,BGT,BGX,BGY,BH,BGFV,BGH,BGRN,BGS,BGT,BGX,BGY,BH,BGFV,BGH,BGRN,BGS,BGT,BGX,BGY,BH,BGFV,BGH,BGRN,BGS,BGT,BGX,BGY,BH,BGFV,BGH,BGRN,BGS,BGT,BGX,BGY,BH
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-17,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,289.0
1980-03-18,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,2095.0
1980-03-19,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,337.0
1980-03-20,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,626.0
1980-03-21,,,,,,,,3.389124870300293,,,,,,,,3.389124870300293,,,,,,,,3.389124870300293,,,,,,,,3.389124870300293,,,,,,,,0.0
1980-03-24,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,650.0
1980-03-25,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,1156.0
1980-03-26,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,795.0
1980-03-27,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,1324.0
1980-03-28,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,891.0
1980-03-31,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,241.0
1980-04-01,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,24.0
1980-04-02,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,385.0
1980-04-03,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,96.0
1980-04-07,,,,,,,,3.1284232139587402,,,,,,,,4.171230951944987,,,,,,,,3.1284232139587402,,,,,,,,0.0,,,,,,,,1710.0
1980-04-08,,,,,,,,3.1284232139587402,,,,,,,,3.1284232139587402,,,,,,,,3.1284232139587402,,,,,,,,3.1284232139587402,,,,,,,,0.0
1980-04-09,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,241.0
1980-04-10,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,578.0
1980-04-11,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,144.0
1980-04-14,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,144.0
1980-04-15,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,795.0
1980-04-16,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,2336.0
1980-04-17,,,,,,,,3.910529375076294,,,,,,,,4.95333696894781,,,,,,,,3.9105293750762944,,,,,,,,0.0,,,,,,,,1228.0
1980-04-18,,,,,,,,3.910529375076294,,,,,,,,4.95333696894781,,,,,,,,3.9105293750762944,,,,,,,,0.0,,,,,,,,409.0
1980-04-21,,,,,,,,3.910529375076294,,,,,,,,4.95333696894781,,,,,,,,3.9105293750762944,,,,,,,,0.0,,,,,,,,530.0
1980-04-22,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,722.0
1980-04-23,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,289.0
1980-04-24,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,48.0
1980-04-25,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,506.0
1980-04-28,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,0.0
1980-04-29,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,289.0
1980-04-30,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,3.649827241897583,,,,,,,,0.0
1980-05-01,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,795.0
1980-05-02,,,,,,,,3.649827241897583,,,,,,,,4.69263471739129,,,,,,,,3.649827241897583,,,,,,,,0.0,,,,,,,,241.0
1980-05-05,,,,,,,,3.389124870300293,,,,,,,,4.4319325963871945,,,,,,,,3.389124870300293,,,,,,,,0.0,,,,,,,,1204.0
