Price,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2025-02-06,,,,,4.110000133514404,26.393999099731445,,,4.349999904632568,26.393999099731445,,,4.099999904632568,26.393999099731445,,,4.099999904632568,26.393999099731445,,,2018400.0,100.0
2025-02-07,,,,,4.150000095367432,26.104999542236328,,,4.230000019073486,26.104999542236328,,,4.010000228881836,26.104999542236328,,,4.010000228881836,26.104999542236328,,,312000.0,100.0
2025-02-10,,,,,4.230000019073486,26.239999771118164,,,4.320000171661377,26.239999771118164,,,4.150000095367432,26.229999542236328,,,4.199999809265137,26.229999542236328,,,219700.0,306700.0
2025-02-11,,,,,4.199999809265137,26.2549991607666,,,4.300000190734863,26.2549991607666,,,4.099999904632568,26.18000030517578,,,4.1579999923706055,26.18000030517578,,,98400.0,300.0
2025-02-12,,,,,4.25,26.18000030517578,,,4.320000171661377,26.209999084472656,,,4.139999866485596,26.020000457763672,,,4.28000020980835,26.020000457763672,,,113600.0,1000.0
2025-02-13,,,,,4.21999979019165,26.551000595092773,,,4.449999809265137,26.551000595092773,,,3.799999952316284,25.68000030517578,,,4.400000095367432,26.450000762939453,,,475000.0,1300.0
2025-02-14,,,,,4.25,26.597999572753906,,,4.349999904632568,26.597999572753906,,,4.010000228881836,26.597999572753906,,,4.099999904632568,26.597999572753906,,,761900.0,100.0
2025-02-18,,,,,4.545000076293945,26.650999069213867,,,4.730000019073486,26.650999069213867,,,4.199999809265137,26.600000381469727,,,4.389999866485596,26.600000381469727,,,509700.0,804700.0
2025-02-19,,,,,4.420000076293945,26.665000915527344,,,4.560999870300293,26.665000915527344,,,4.28000020980835,26.665000915527344,,,4.453000068664551,26.665000915527344,,,695700.0,100.0
2025-02-20,,,,,4.610000133514404,26.559999465942383,,,4.71999979019165,26.670000076293945,,,4.349999904632568,26.479999542236328,,,4.400000095367432,26.670000076293945,,,184400.0,6300.0
2025-02-21,,,,,4.639999866485596,26.159000396728516,,,4.869999885559082,26.540000915527344,,,4.480000019073486,26.159000396728516,,,4.76200008392334,26.540000915527344,,,519700.0,3900.0
2025-02-24,,,,,4.599999904632568,26.03499984741211,,,4.744999885559082,26.20400047302246,,,4.5,26.03499984741211,,,4.519999980926514,26.20400047302246,,,58600.0,2000.0
2025-02-25,,,,,4.550000190734863,25.9950008392334,,,4.599999904632568,25.9950008392334,,,4.480000019073486,25.9950008392334,,,4.599999904632568,25.9950008392334,,,17000.0,300.0
2025-02-26,,,,,4.519999980926514,26.062000274658203,,,4.769999980926514,26.062000274658203,,,4.300000190734863,26.020000457763672,,,4.5,26.020000457763672,,,325400.0,1400.0
2025-02-27,,,,,4.360000133514404,25.729999542236328,,,4.610000133514404,26.040000915527344,,,4.309999942779541,25.729999542236328,,,4.610000133514404,26.040000915527344,,,155500.0,500.0
2025-02-28,,,,,4.480000019073486,25.964000701904297,,,4.625,25.964000701904297,,,4.409999847412109,25.600000381469727,,,4.409999847412109,25.600000381469727,,,39100.0,300.0
2025-03-03,,,,,4.409999847412109,25.659000396728516,,,4.619999885559082,26.020000457763672,,,4.25,25.6200008392334,,,4.519999980926514,26.020000457763672,,,86100.0,2800.0
2025-03-04,,,,,4.389999866485596,25.488000869750977,,,4.480999946594238,25.488000869750977,,,4.159999847412109,25.43000030517578,,,4.409999847412109,25.43000030517578,,,1143400.0,400.0
2025-03-05,,,,,4.550000190734863,26.011999130249023,,,4.599999904632568,26.011999130249023,,,4.199999809265137,25.639999389648438,,,4.380000114440918,25.729999542236328,,,474700.0,11900.0
2025-03-06,,,,,4.820000171661377,25.667999267578125,,,5.010000228881836,25.667999267578125,,,4.650000095367432,25.649999618530273,,,4.650000095367432,25.649999618530273,,,937400.0,22700.0
2025-03-07,,,,,4.730000019073486,25.768999099731445,,,4.820000171661377,25.768999099731445,,,4.5,25.768999099731445,,,4.820000171661377,25.768999099731445,,,508000.0,300.0
2025-03-10,,,,,4.889999866485596,25.040000915527344,,,4.889999866485596,25.18000030517578,,,4.599999904632568,24.950000762939453,,,4.619999885559082,25.170000076293945,,,271800.0,8400.0
2025-03-11,,,,,4.800000190734863,25.02199935913086,,,4.995999813079834,25.125,,,4.699999809265137,24.889999389648438,,,4.849999904632568,25.049999237060547,,,893400.0,1400.0
2025-03-12,,,,,4.739999771118164,25.22100067138672,,,4.849999904632568,25.341999053955078,,,4.610000133514404,25.0,,,4.75,25.341999053955078,,,35500.0,400.0
2025-03-13,,,,,4.75,24.964000701904297,,,5.0,24.964000701904297,,,4.5,24.90999984741211,,,4.989999771118164,24.90999984741211,,,514600.0,200.0
2025-03-14,,,,,4.840000152587891,25.517000198364258,,,4.889999866485596,25.517000198364258,,,4.590000152587891,25.40999984741211,,,4.75,25.40999984741211,,,232200.0,64400.0
2025-03-17,,,,,4.809999942779541,25.79800033569336,,,4.849999904632568,25.79800033569336,,,4.650000095367432,25.670000076293945,,,4.840000152587891,25.670000076293945,,,465500.0,200.0
2025-03-18,,,,,4.900000095367432,25.60300064086914,,,4.927000045776367,25.60300064086914,,,4.650000095367432,25.479999542236328,,,4.690000057220459,25.479999542236328,,,223100.0,1400.0
2025-03-19,,,,,4.989999771118164,25.89299964904785,,,5.090000152587891,25.950000762939453,,,4.789999961853027,25.690000534057617,,,4.849999904632568,25.75,,,199500.0,6400.0
2025-03-20,,,,,4.739999771118164,25.832399368286133,,,4.960000038146973,25.869199752807617,,,4.619999885559082,25.832399368286133,,,4.960000038146973,25.8799991607666,,,1411500.0,2158.0
2025-03-21,,,,,4.755000114440918,,,,4.812900066375732,,,,4.6803998947143555,,,,4.812900066375732,,,,172696.0,
