Price,Close,High,Low,Open,Volume
Ticker,FPE,FPE,FPE,FPE,FPE
Date,,,,,
2013-02-12,10.461441040039062,10.461441040039062,10.451015847570206,10.451015847570206,5500
2013-02-13,10.466653823852539,10.466653823852539,10.451016034869,10.461441227524691,26000
2013-02-14,10.461441040039062,10.461441040039062,10.440591649302423,10.440591649302423,15700
2013-02-15,10.451017379760742,10.508354952544462,10.419742791970178,10.508354952544462,57200
2013-02-19,10.471867561340332,10.482292755132098,10.466654964444448,10.482292755132098,18500
2013-02-20,10.477086067199707,10.503148072176613,10.451023068021039,10.48229866703544,20300
2013-02-21,10.471867561340332,10.482292755132098,10.461442367548564,10.466654964444448,27700
2013-02-22,10.48749828338623,10.565685195723594,10.477073096621108,10.565685195723594,79500
2013-02-25,10.503142356872559,10.581329323459457,10.48750556007591,10.581329323459457,71500
2013-02-26,10.513569831848145,10.576120015209002,10.47187004100805,10.576120015209002,47600
2013-02-27,10.508352279663086,10.560477242189783,10.497927088317553,10.560477242189783,157400
2013-02-28,10.513569831848145,10.518782429978335,10.503144635587761,10.518782429978335,80500
2013-03-01,10.508352279663086,10.508352279663086,10.487502891172987,10.492714492644787,57100
2013-03-04,10.52920150756836,10.52920150756836,10.513563722265127,10.52920150756836,39600
2013-03-05,10.544837951660156,10.628237482131157,10.52398856614282,10.628237482131157,183700
2013-03-06,10.576117515563965,10.576117515563965,10.539629337276537,10.565692321767557,78600
2013-03-07,10.539628028869629,10.654303157991754,10.518778638066292,10.64909056174065,71900
2013-03-08,10.555265426635742,10.664726961251022,10.51877824843065,10.638664975161968,82600
2013-03-11,10.518776893615723,10.570901853281196,10.518776893615723,10.570901853281196,19700
2013-03-12,10.52920150756836,10.544838298670733,10.518776317366205,10.544838298670733,63500
2013-03-13,10.544837951660156,10.633450077060697,10.529201161072361,10.633450077060697,95500
2013-03-14,10.560476303100586,10.612601260992077,10.550051112682112,10.612601260992077,217700
2013-03-15,10.570902824401855,10.643877178116929,10.544839845074327,10.638664582251423,37800
2013-03-18,10.581329345703125,10.586541942713373,10.570905145883854,10.5761177428941,82000
2013-03-19,10.586539268493652,11.07129973177994,10.560477284227044,10.701214385349058,189200
2013-03-20,10.581329345703125,10.60739233075436,10.570905145883854,10.60739233075436,94500
2013-03-21,10.61587905883789,10.621113832840644,10.584470414821372,10.610644284835137,250100
2013-03-22,10.621113777160645,10.840968293537404,10.605409455234712,10.689163841977587,74000
2013-03-25,10.621113777160645,10.64205187463084,10.600174681259402,10.64205187463084,51200
2013-03-26,10.61587905883789,10.636817156417852,10.584470414821372,10.584470414821372,62900
2013-03-27,10.626344680786133,10.63157945334667,10.60017181641421,10.61587613409583,87000
2013-03-28,10.642054557800293,10.657758883685739,10.631585007209996,10.631585007209996,145000
2013-04-01,10.668221473693848,11.045117096858434,10.621110519229013,10.751976833176553,60600
2013-04-02,10.668221473693848,10.767680151854584,10.621110519229013,10.767680151854584,50400
2013-04-03,10.652515411376953,10.731034979835998,10.63681109831295,10.731034979835998,31600
2013-04-04,10.657760620117188,10.699637830869985,10.647291067821124,10.699637830869985,21800
2013-04-05,10.652515411376953,10.662984953419622,10.626341556270283,10.652515411376953,20100
2013-04-08,10.647283554077148,10.704865052639017,10.631579236715524,10.704865052639017,50900
2013-04-09,10.647283554077148,10.704865052639017,10.615875917784654,10.704865052639017,32700
2013-04-10,10.647283554077148,10.704865052639017,10.631579236715524,10.704865052639017,23500
2013-04-11,10.657760620117188,10.678698726277856,10.574006198611594,10.615883409364391,144500
2013-04-12,10.68392276763916,10.73103470720376,10.64728036985124,10.73103470720376,32400
2013-04-15,10.673460960388184,10.715338159410765,10.657757634774203,10.715338159410765,66300
2013-04-16,10.699639320373535,10.736281760079319,10.67346543598969,10.736281760079319,83500
2013-04-17,10.710098266601562,10.762444989972202,10.689160176311729,10.762444989972202,29500
2013-04-18,10.720565795898438,10.746739651879407,10.710096253506048,10.72580056709463,63000
2013-04-19,10.710098266601562,10.77291453433247,10.704864492852133,10.77291453433247,67900
