Price,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,EURKR,EURKR,EURKU,EUSM,EURKR,EURKU,EUSM,EURKR,EURKU,EUSM,EURKR,EURKU,EUSM,EURKR,EURKU,EUSM
Date,,,,,,,,,,,,,,,,
2024-07-02,,,10.050000190734863,,,10.069999694824219,,,10.050000190734863,,,10.050000190734863,,,4361400.0,
2024-07-03,,,10.069999694824219,,,10.079999923706055,,,10.0600004196167,,,10.0600004196167,,,204500.0,
2024-07-05,,,10.07800006866455,,,10.100000381469727,,,10.050000190734863,,,10.069999694824219,,,53400.0,
2024-07-08,,,10.079999923706055,,,10.079999923706055,,,10.069999694824219,,,10.079999923706055,,,55700.0,
2024-07-09,,,10.069999694824219,,,10.079999923706055,,,10.069999694824219,,,10.074999809265137,,,56600.0,
2024-07-10,,,10.0600004196167,,,10.079999923706055,,,10.050000190734863,,,10.079999923706055,,,30200.0,
2024-07-11,,,10.069999694824219,,,10.079999923706055,,,10.069999694824219,,,10.069999694824219,,,10700.0,
2024-07-12,,,10.079999923706055,,,10.079999923706055,,,10.069999694824219,,,10.079999923706055,,,92600.0,
2024-07-15,,,10.079999923706055,,,10.079999923706055,,,10.069999694824219,,,10.079999923706055,,,3900.0,
2024-07-16,,,10.09000015258789,,,10.104999542236328,,,10.079999923706055,,,10.079999923706055,,,101600.0,
2024-07-17,,,10.079999923706055,,,10.100000381469727,,,10.079999923706055,,,10.09000015258789,,,12700.0,
2024-07-18,,,10.100000381469727,,,10.104999542236328,,,10.09000015258789,,,10.100000381469727,,,3000.0,
2024-07-19,,,10.100000381469727,,,10.100000381469727,,,10.100000381469727,,,10.100000381469727,,,1500.0,
2024-07-22,,,10.109999656677246,,,10.119999885559082,,,10.109999656677246,,,10.119999885559082,,,2300.0,
2024-07-23,,,10.130000114440918,,,10.149999618530273,,,10.119999885559082,,,10.140000343322754,,,110000.0,
2024-07-24,,,10.140000343322754,,,10.149999618530273,,,10.130000114440918,,,10.130000114440918,,,7300.0,
2024-07-25,,,10.140000343322754,,,10.145000457763672,,,10.140000343322754,,,10.140000343322754,,,1800.0,
2024-07-26,,,10.140000343322754,,,10.140000343322754,,,10.130000114440918,,,10.130000114440918,,,500.0,
2024-07-29,,,10.130000114440918,,,10.130000114440918,,,10.130000114440918,,,10.130000114440918,,,300.0,
2024-07-30,,,10.130000114440918,,,10.140000343322754,,,10.130000114440918,,,10.130000114440918,,,1500.0,
2024-07-31,,,10.119999885559082,,,10.140000343322754,,,10.119999885559082,,,10.130000114440918,,,47800.0,
2024-08-01,,,10.119999885559082,,,10.119999885559082,,,10.119999885559082,,,10.119999885559082,,,0.0,
2024-08-02,,,10.130000114440918,,,10.130000114440918,,,10.119999885559082,,,10.119999885559082,,,6200.0,
