Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,FSI,FTA,FTAG,FTAI,FSI,FTA,FTAG,FTAI,FSI,FTA,FTAG,FTAI,FSI,FTA,FTAG,FTAI,FSI,FTA,FTAG,FTAI
Date,,,,,,,,,,,,,,,,,,,,
1999-10-12,0.001794009585864842,,,,0.005382028548744333,,,,0.001794009585864842,,,,0.005382028548744333,,,,50000,,,
1999-10-13,0.00538202840834856,,,,0.00538202840834856,,,,0.00538202840834856,,,,0.00538202840834856,,,,5000,,,
1999-10-14,0.19734103977680206,,,,0.25205831896508896,,,,0.19734103977680206,,,,0.25205831896508896,,,,42000,,,
1999-10-15,0.27986547350883484,,,,0.27986547350883484,,,,0.27986547350883484,,,,0.27986547350883484,,,,15000,,,
1999-10-18,0.2960115671157837,,,,0.2960115671157837,,,,0.2511613207630571,,,,0.2511613207630571,,,,120000,,,
1999-10-19,0.2960115671157837,,,,0.2960115671157837,,,,0.2960115671157837,,,,0.2960115671157837,,,,0,,,
1999-10-20,0.2960115671157837,,,,0.2960115671157837,,,,0.2960115671157837,,,,0.2960115671157837,,,,0,,,
1999-10-21,0.3049815893173218,,,,0.3049815893173218,,,,0.3049815893173218,,,,0.3049815893173218,,,,5000,,,
1999-10-22,0.26910141110420227,,,,0.30498159034048844,,,,0.26910141110420227,,,,0.30498159034048844,,,,15000,,,
1999-10-25,0.27986547350883484,,,,0.27986547350883484,,,,0.27986547350883484,,,,0.27986547350883484,,,,6000,,,
1999-10-26,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,10000,,,
1999-10-27,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0,,,
1999-10-28,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0,,,
1999-10-29,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0,,,
1999-11-01,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0.33637678623199463,,,,0,,,
1999-11-02,0.31395164132118225,,,,0.3318917450402985,,,,0.31395164132118225,,,,0.3318917450402985,,,,19000,,,
1999-11-03,0.27807146310806274,,,,0.2870415016816055,,,,0.27807146310806274,,,,0.2870415016816055,,,,20000,,,
1999-11-04,0.27807146310806274,,,,0.27807146310806274,,,,0.27807146310806274,,,,0.27807146310806274,,,,0,,,
1999-11-05,0.27807146310806274,,,,0.27807146310806274,,,,0.27807146310806274,,,,0.27807146310806274,,,,0,,,
1999-11-08,0.26910141110420227,,,,0.31395162846635444,,,,0.26910141110420227,,,,0.31395162846635444,,,,9000,,,
1999-11-09,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0,,,
1999-11-10,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0,,,
1999-11-11,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0,,,
1999-11-12,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0.26910141110420227,,,,0,,,
1999-11-15,0.19734103977680206,,,,0.2332212215363595,,,,0.19734103977680206,,,,0.2332212215363595,,,,35000,,,
1999-11-16,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0,,,
1999-11-17,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0,,,
1999-11-18,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0.19734103977680206,,,,0,,,
1999-11-19,0.2601313292980194,,,,0.28704146865525043,,,,0.2601313292980194,,,,0.28704146865525043,,,,8000,,,
1999-11-22,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-11-23,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-11-24,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-11-26,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-11-29,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-11-30,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-12-01,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0.2601313292980194,,,,0,,,
1999-12-02,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,5000,,,
1999-12-03,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0,,,
1999-12-06,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0,,,
1999-12-07,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0.14352074265480042,,,,0,,,
1999-12-08,0.2242511808872223,,,,0.2242511808872223,,,,0.2242511808872223,,,,0.2242511808872223,,,,10000,,,
1999-12-09,0.11212559044361115,,,,0.13455071387889816,,,,0.11212559044361115,,,,0.11212559044361115,,,,72000,,,
1999-12-10,0.11212559044361115,,,,0.11212559044361115,,,,0.11212559044361115,,,,0.11212559044361115,,,,0,,,
1999-12-13,0.2242511808872223,,,,0.2242511808872223,,,,0.2242511808872223,,,,0.2242511808872223,,,,2000,,,
