Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,GDV$H,GDV$K,GEF.B,GDV$H,GDV$K,GE,GEF.B,GELS,GEND,GENK,GENM,GENT,GENW,XIDV,GDV$H,GDV$K,GE,GEF.B,GELS,GEND,GENK,GENM,GENT,GENW,XIDV,GDV$H,GDV$K,GE,GEF.B,GELS,GEND,GENK,GENM,GENT,GENW,XIDV,GDV$H,GDV$K,GE,GEF.B,GELS,GEND,GENK,GENM,GENT,GENW,XIDV,GDV$H,GDV$K,GE,GEF.B,GELS,GEND,GENK,GENM,GENT,GENW,XIDV
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-02,,,,,,0.620512068271637,,,,,,,,,,,0.6329638494050125,,,,,,,,,,,0.6163615802818603,,,,,,,,,,,0.622587470848548,,,,,,,,,,,432682.0,,,,,,,,
1962-01-03,,,,,,0.6142858266830444,,,,,,,,,,,0.6173988693012638,,,,,,,,,,,0.612210583874014,,,,,,,,,,,0.6173988693012638,,,,,,,,,,,296467.0,,,,,,,,
1962-01-04,,,,,,0.607022225856781,,,,,,,,,,,0.6194739579270802,,,,,,,,,,,0.6018340999707227,,,,,,,,,,,0.6142857131045947,,,,,,,,,,,368581.0,,,,,,,,
1962-01-05,,,,,,0.5914580225944519,,,,,,,,,,,0.6080604504281706,,,,,,,,,,,0.5810816836031547,,,,,,,,,,,0.6070226896634217,,,,,,,,,,,546862.0,,,,,,,,
1962-01-08,,,,,,0.5904203653335571,,,,,,,,,,,0.5914579674194879,,,,,,,,,,,0.5727803369626877,,,,,,,,,,,0.5914579674194879,,,,,,,,,,,620978.0,,,,,,,,
1962-01-09,,,,,,0.5935329794883728,,,,,,,,,,,0.5987212654107458,,,,,,,,,,,0.5862694902044138,,,,,,,,,,,0.5904201348005068,,,,,,,,,,,466735.0,,,,,,,,
1962-01-10,,,,,,0.596646249294281,,,,,,,,,,,0.5997590951658894,,,,,,,,,,,0.5914579613989236,,,,,,,,,,,0.5935332051951632,,,,,,,,,,,392619.0,,,,,,,,
1962-01-11,,,,,,0.5976837277412415,,,,,,,,,,,0.5976837277412415,,,,,,,,,,,0.5862695918816264,,,,,,,,,,,0.5966461258804963,,,,,,,,,,,326514.0,,,,,,,,
1962-01-12,,,,,,0.589382529258728,,,,,,,,,,,0.5987213017622527,,,,,,,,,,,0.5873073257711454,,,,,,,,,,,0.5976836603729722,,,,,,,,,,,338533.0,,,,,,,,
1962-01-15,,,,,,0.5956082344055176,,,,,,,,,,,0.5976834769015503,,,,,,,,,,,0.5904199894062658,,,,,,,,,,,0.5904199894062658,,,,,,,,,,,424669.0,,,,,,,,
