Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ATNM,ATO,ATOS,ATRA,ATRC,ATRO,ATS,CPSS,ATNM,ATO,ATOS,ATRA,ATRC,ATRO,ATS,CPSS,ATNM,ATO,ATOS,ATRA,ATRC,ATRO,ATS,CPSS,ATNM,ATO,ATOS,ATRA,ATRC,ATRO,ATS,CPSS,ATNM,ATO,ATOS,ATRA,ATRC,ATRO,ATS,CPSS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-03-17,,,,,,0.10998181998729706,,,,,,,,0.12497926696255467,,,,,,,,0.10998181998729706,,,,,,,,0.0,,,,,,,,28312.0,,
1980-03-18,,,,,,0.10498252511024475,,,,,,,,0.11998019452970796,,,,,,,,0.10498252511024475,,,,,,,,0.0,,,,,,,,22650.0,,
1980-03-19,,,,,,0.10498252511024475,,,,,,,,0.11998019452970796,,,,,,,,0.10498252511024475,,,,,,,,0.0,,,,,,,,24915.0,,
1980-03-20,,,,,,0.10498252511024475,,,,,,,,0.11998019452970796,,,,,,,,0.10498252511024475,,,,,,,,0.0,,,,,,,,5662.0,,
1980-03-21,,,,,,0.10498252511024475,,,,,,,,0.11998019452970796,,,,,,,,0.10498252511024475,,,,,,,,0.0,,,,,,,,10192.0,,
1980-03-24,,,,,,0.08998508751392365,,,,,,,,0.1049825278607037,,,,,,,,0.08998508751392365,,,,,,,,0.0,,,,,,,,35107.0,,
1980-03-25,,,,,,0.08498577028512955,,,,,,,,0.09998343701463723,,,,,,,,0.08498577028512955,,,,,,,,0.0,,,,,,,,5662.0,,
1980-03-26,,,,,,0.07998670637607574,,,,,,,,0.09498414464446704,,,,,,,,0.07998670637607574,,,,,,,,0.0,,,,,,,,3397.0,,
1980-03-27,,,,,,0.07998670637607574,,,,,,,,0.09498414464446704,,,,,,,,0.07998670637607574,,,,,,,,0.0,,,,,,,,3397.0,,
1980-03-28,,,,,,0.07998670637607574,,,,,,,,0.09498414464446704,,,,,,,,0.07998670637607574,,,,,,,,0.0,,,,,,,,3397.0,,
1980-03-31,,,,,,0.08498577028512955,,,,,,,,0.09998343701463723,,,,,,,,0.08498577028512955,,,,,,,,0.0,,,,,,,,13590.0,,
1980-04-01,,,,,,0.08498577028512955,,,,,,,,0.09998343701463723,,,,,,,,0.08498577028512955,,,,,,,,0.0,,,,,,,,13590.0,,
